DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
08/05/2019,FR,57480,APACH,FR,FR,B.A.O,32,43
08/05/2019,FR,57480,MONTIGNY-LES-METZ,FR,DE,B.A.O,53,66
08/05/2019,FR,57290,FAMECK,FR,ANG ,Presse REPUBLICAIN LORRAIN,36,39
08/05/2019,FR,57185,VITRY-SUR-ORNE,FR,FR,B.A.O,38,45
08/05/2019,FR,57620,LEMBERG,FR,FR,FB,119,176
08/05/2019,FR,57710,AUMETZ,FR,FR,FB,23,19
08/05/2019,FR,57390,AUDUN-LE-TICHE,FR,FR,BAO AMIS,17,11
08/05/2019,FR,54150,BRIEY,FR,FR,B.A.O,41,39
09/05/2019,LU,3317,BERCHEM,LUX,LUX,B.A.O,23,25
09/05/2019,LU,8128,BRIDEL,FR,FR,GOOGLE,25,30
09/05/2019,LU,2262,LUXEMBOURG,FR,FR,B.A.O,25,26
09/05/2019,LU,5471,WELLENSTEIN,LUX,LUX ,FB,30,38
09/05/2019,LU,2343,LUXEMBOURG,ANG,DE,B.A.O,28,32
09/05/2019,FR,54920,VILLERS-LES-MONTAGNE,FR,FR,B.A.O,20,12
09/05/2019,LU,9061,ETTELBRUCK,ROUMAIN,FR,2ŠME VISITE,46,62
09/05/2019,LU,1618,LUXEMBOURG,ROUMAIN,FR,GOOGLE,24,26
09/05/2019,LU,1466,LUXEMBOURG,ANG,ANG,B.A.O,33,39
09/05/2019,LU,5722,ASPELT,LUX,LUX,PAS ENVIE DE DONNER CE RENSEIGNEMENT ,26,29
09/05/2019,LU,2410,LUXEMBOURG,FR,FR,B.A.O,27,32
09/05/2019,LU,9414,VIANDEN,LUX,LUX,B.A.O,61,77
09/05/2019,LU,2555,LUXEMBOURG,ROUMAIN,FR,B.A.O,23,24
09/05/2019,LU,1336,LUXEMBOURG,ROUMAIN,FR,2ŠME VISITE,30,35
09/05/2019,LU,4592,DIFFERDANGE,IT,ANG,FB,7,450M
09/05/2019,LU,4640,DIFFERDANGE,PT,FR,2ŠME VISITE,2,90M
09/05/2019,LU,3552,DUDELANGE,LUX,LUX,GOOGLE,22,22
09/05/2019,DE,71706,SCH™NBšHLHOF ,DE,DE,GOOGLE,218,306
09/05/2019,LU,1941,LUXEMBOURG,SLOVAQUE,FR,4 Ôme Visite ,22,24
09/05/2019,LU,4350,ESCH-SUR-ALZETTE ,FR,FR,Ecole +MR + FB ,17,8
09/05/2019,DE,54347,NEUMAGEN-DHRON,DE,FR,GOOGLE,76,106
09/05/2019,LU,1434,LUXEMBOURG,ESP,FR,B.A.O,10,5
09/05/2019,LU,1326,LUXEMBOURG,FR,FR,SUPERMIRO,24,26
09/05/2019,LU,3235,BETTEMBOURG,SERBE,FR,ECOLE ,21,23
09/05/2019,LU,1262,LUXEMBOURG,DE,ANG,GOOGLE,29,35
09/05/2019,LU,8223,MAMER,ANG,FR,B.A.O,26,21
09/05/2019,LU,4973,BASCHARAGE,ROUMAIN,FR,FB,19,15
09/05/2019,LU,9188,VICHTEN,LUX,FR,FB,46,60
09/05/2019,LU,7433,GREVENKNAPP,LUX,DE,FB,41,56
09/05/2019,LU,7260,WALFERDANGE,ANG,ANG,B.A.O,30,35
09/05/2019,LU,7320,HEISDORF,ANG,ANG,B.A.O,34,36
09/05/2019,LU,9132,SCHIEREN,LUX,LUX,5ŠME VISITE,45,63
09/05/2019,LU,5969,ITZIG,ROUMAIN,FR,B.A.O,31,29
09/05/2019,LU,1947,LUXEMBOURG,SLOVENIEN,DE,FB,28,34
09/05/2019,LU,3670,KAYL,LUX,LUX,GOOGLE,15,14
09/05/2019,LU,4140,ESCH-SUR-ALZETTE ,POLONAIS,DE,FB,14,8
09/05/2019,LU,4662,DIFFERDANGE,LUX,LUX,B.A.O,6,1
09/05/2019,LU,5892,ALZINGEN,LUX,LUX,ECOLE,29,25
09/05/2019,LU,8436,STEINFORT,LUX,LUX,BAO AMIS,25,18
09/05/2019,LU,2351,LUXEMBOURG,LUX,LUX,ACL ,23,23
09/05/2019,LU,1934,LUXEMBOURG,LUX,LUX,PRESSE,19,20
09/05/2019,LU,5854,ALZINGEN,LUX,LUX,NE SAIS PLUS,31,26
09/05/2019,LU,3515,DUDELANGE,PT,FR,FB,20,17
09/05/2019,LU,4450,BELVAUX,PT,FR,FB,7,4
09/05/2019,LU,5451,STADTBREDIMUS,LUX,LUX,ECOLE,36,42
09/05/2019,LU,8392,KEHLEN,FR,FR,GOOGLE,30,24
09/05/2019,LU,3321,BERCHEM,ROUMAIN,FR,CREOS,24,25
09/05/2019,LU,4026,ESCH-SUR-ALZETTE ,LUX,LUX,FB,11,6
09/05/2019,LU,1842,HOWALD,IT,FR,Presse JOURNAL ESSENTIEL,25,25
09/05/2019,LU,4514,DIFFERDANGE,LUX,FR,B.A.O,7,500M
09/05/2019,LU,4482,SOLEUVRE,LUX,LUX,MONSIEUR DIDIER,8,5
09/05/2019,LU,3442,DUDELANGE,LUX,LUX,2ŠME VISITE,22,22
09/05/2019,LU,8226,MAMER,ANG,FR,SCIENCE FESTIVAL,26,18
09/05/2019,LU,8048,STRASSEN,HONGROIS,FR,GOOGLE,28,22
09/05/2019,LU,4657,DIFFERDANGE,LUX,LUX,ECOLE,4,1
09/05/2019,LU,4613,DIFFERDANGE,LUX,LUX,ECOLE ,4,1
10/05/2019,BE,6780,MESSANCY,FR,FR,Presse MEDIAS,22,15
10/05/2019,LU,3280,BETTEMBOURG,FR,FR,VISITEUR DU VENDREDI ,23,24
11/05/2019,LU,6969,NIEDERANVEN,ANG,FR,B.A.O.,36,48
11/05/2019,FR,57360,AMNEVILLE,FR,ANG,B.A.O.,42,48
11/05/2019,LU,8055,BERTRANGE,DE,ANG,VISIT LUXEMBOURG,24,19
11/05/2019,FR,57970,OUDRENNE,FR,ANG,INTERNET (SAIS PLUS),46,57
11/05/2019,LU,5376,SCHUTTRANGE,LITUANIEN,ANG,B.A.O.,33,46
11/05/2019,BE,7300,BOUSSU,FR,IT,GOOGLE,156,238
11/05/2019,DE,9034,CHEMNITZ,ANG,ESP,FB,,
11/05/2019,LU,2332,LUXEMBOURG,ANG,IT,FB,27,27
11/05/2019,FR,57070,METZ,IT,FR,2EME VISITE,49,73
11/05/2019,LU,4061,ESCH-SUR-ALZETTE ,ROUMAIN,FR,GOOGLE,14,8
11/05/2019,LU,1647,LUXEMBOURG,FR,ANG,GOOGLE,29,40
11/05/2019,LU,1511,LUXEMBOURG,TCHEQUE,ANG,GOOGLE,27,27
11/05/2019,LU,7373,HELMDANGE,TCHEQUE,ANG,GOOGLE,37,50
11/05/2019,LU,5213,SANDWEILER,POLONAIS,DE,FB,29,39
11/05/2019,LU,1526,LUXEMBOURG,FR,COMORIEN,ECOLE,25,26
11/05/2019,LU,3542,DUDELANGE,LUX,FR,COTTAGE HOTEL DUDELANGE,18,19
11/05/2019,FR,54440,HERSERANGE,FR,FR,B.A.O.,18,13
11/05/2019,LU,1218,LUXEMBOURG,IT,ANG,Presse L'ESSENTIEL,22,24
11/05/2019,LU,8081,BERTRANGE,IT,ANG,B.A.O.,25,21
11/05/2019,LU,4970,SPRINKANGE,LUX,FR,5EME VISITE ,16,12
11/05/2019,LU,4597,DIFFERDANGE,FR,ANG,HABITANT,3,0
11/05/2019,FR,57840,ROCHONVILLERS,FR,FR,B.A.O.,28,23
11/05/2019,LU,5956,ITZIG,LUX,DE,ECOLE,30,27
11/05/2019,LU,4762,PETANGE,LUX,ANG,HABITANT,6,3
11/05/2019,FR,54350,MONT-SAINT-MARTIN,FR,ANG,2EME VISITE,19,13
11/05/2019,LU,6772,GREVENMACHER,LUX,DE,Ecole ENSEIGNANTE,40,59
11/05/2019,LU,6183,GONDERANGE,ANG,JAPONAIS,GOOGLE,35,47
11/05/2019,LU,1628,LUXEMBOURG,FR,ANG,B.A.O.,28,27
11/05/2019,LU,4438,0,SOLEUVRE,LUX,DE,FB,6
11/05/2019,LU,2410,STRASSEN,LETTON,FR,FB,27,31
11/05/2019,LU,3390,PEPPANGE,LUX,FR,2EME VISITE,22,26
11/05/2019,LU,4460,BELVAUX,LUX,FR,2EME VISITE,7,3
11/05/2019,DE,54578,BASBERG,DE,ANG,GOOGLE,,
11/05/2019,UKRAINE,4210,KYIV,RUSSE,ANG,B.A.O.,,
11/05/2019,FR,54440,LONGWY,FR,FR,FB,21,14
11/05/2019,FR,57100,THIONVILLE,FR,ANG,B.A.O.,37,40
11/05/2019,LU,3873,SCHIFFLANGE,RUSSE,FR,FB,15,13
12/05/2019,LU,1815,LUXEMBOURG,FR,ANG,B.A.O.,26,25
12/05/2019,FR,57310,BOUSSE,CAMBODGIEN,FR,FB,41,50
12/05/2019,LU,4034,ESCH-SUR-ALZETTE ,LUX,DE,B.A.O.,12,9
12/05/2019,LU,5425,GOSTINGEN,DE,LUX,B.A.O.,39,53
12/05/2019,FR,54920,MORFONTAINE,FR,ANG,GOOGLE - WHAT TO DO IN Luxembourg,20,14
12/05/2019,FR,57330,HETTANGE-GRANDE,FR,ANG,VISIT LUXEMBOURG,24,28
12/05/2019,LU,1940,LUXEMBOURG,IT,ANG,PASSAGE,21,24
12/05/2019,LU,1208,LUXEMBOURG,GREC,ANG,ECOLE,30,29
12/05/2019,LU,2330,LUXEMBOURG,FR,RUSSE,FB,24,26
12/05/2019,LU,7230,HELMSANGE,IT,FR,CONCOURS MEN,33,39
12/05/2019,LU,5750,FRISANGE,FR,ANG,ECOLE,20,27
12/05/2019,LU,9454,FOUHREN,LUX,FR,INTERNET (SAIS PLUS),58,80
12/05/2019,LU,8320,CAPELLEN,HINDI,ANG,INTERNET (SAIS PLUS),22,16
12/05/2019,FR,57330,HETTANGE-GRANDE,FR,ANG,B.A.O.,23,28
12/05/2019,FR,57270,UCKANGE,FR,IT,PAR CURIOSITE,37,51
12/05/2019,DE,95632,WUNSIEDEL,DE,ANG,GOOGLE TRIPS,,
12/05/2019,LU,3879,SCHIFFLANGE,LUX,DE,Ecole ENSEIGNANT,14,13
12/05/2019,LU,8390,NOSPELT,LUX,FR,ECOLE,32,23
12/05/2019,FR,57100,THIONVILLE,FR,ANG,LUX INNOVATIONS,35,40
12/05/2019,FR,57100,THIONVILLE,FR,DE,B.A.O.,35,40
12/05/2019,LU,3348,LEUDELANGE,GREC,ANG,GOOGLE - WHAT TO DO IN Luxembourg,20,17
12/05/2019,LU,3412,DUDELANGE,PT,LUX,ECOLE,21,21
12/05/2019,FR,54860,HAUCOURT-MOULAINE,FR,ANG,INTERNET (SAIS PLUS),20,14
12/05/2019,LU,7670,REULAND,LUX,FR,3EME VISITE,40,55
12/05/2019,LU,4971,DIPPACH,LUX,DE,SCIENCE.LU,15,12
12/05/2019,FR,57480,WALDWISSE,LUX,FR,B.A.O.,44,51
12/05/2019,BE,6630,MARTELANGE,FR,POLONAIS,VISIT LUXEMBOURG,39,39
12/05/2019,LU,8077,BERTRANGE,LUX,FR,FILS A M. DIDIER,23,20
12/05/2019,LU,4482,SANEM,LUX,FR,LEIERBUD,8,4
14/05/2019,LU,1230,LUXEMBOURG,ROUMAIN,FR,FB,24,26
15/05/2019,USA,45011,OHIO,ANG,FR,MIAMI UNI,,
16/05/2019,LU,7542,MERSCH,LUX,DE,B.A.O.,42,34
17/05/2019,LU,5231,SANDWEILER,FR,ANG,2EME VISITE,32,32
17/05/2019,LU,1161,LUXEMBOURG,PT,LUX,BAO AMIS,30,26
18/05/2019,LU,4108,ESCH-SUR-ALZETTE ,LUX,LUX,ECOLE,13,8
18/05/2019,LU,7257,HELMSANGE,ANG,ANG,B.A.O.,31,34
18/05/2019,LU,1947,LUXEMBOURG,DE ,FR,2ŠME VISITE,26,33
18/05/2019,LU,8092,BERTRANGE,ESP,FR,ECOLE,26,20
18/05/2019,LU,3598,DUDELANGE,LUX,LUX,Ecole FOYER SCOLAIRE ,19,21
18/05/2019,LU,1239,LUXEMBOURG,ANG,ANG,BAO AMIS,28,36
18/05/2019,DE,54457,WINCHERINGEN,DE,DE,BAO FAMILLE,44,51
18/05/2019,LU,3855,SCHIFFLANGE,LUX,LUX,VISIT LUXEMBOURG,17,14
18/05/2019,FR,57270,UCKANGE,FR,FR,B.A.O.,38,46
18/05/2019,LU,1231,LUXEMBOURG,LUX,LUX,RADIO (SAIS PLUS),28,28
19/05/2019,LU,4211,ESCH-SUR-ALZETTE ,LUX,LUX,ECOLE,11,8
19/05/2019,LU,1254,LUXEMBOURG,ESP,FR,3ŠME VISITE ,19,23
19/05/2019,LU,4601,DIFFERDANGE,LUX,LUX,2ŠME VISITE,6,2
19/05/2019,LU,2167,LUXEMBOURG,HONGROIS,FR,ECOLE,26,34
19/05/2019,LU,3583,DUDELANGE,LUX,LUX,GOOGLE,19,17
19/05/2019,DE,54294,TRIER,LUX,LUX,FB,51,73
19/05/2019,LU,1117,LUXEMBOURG,FR,FR,2ŠME VISITE,21,23
19/05/2019,LU,2559,LUXEMBOURG,IT,FR,GOOGLE ,29,28
19/05/2019,LU,3324,BIVANGE,LUX,LUX,ECOLE,22,25
19/05/2019,BE,6717,ATTERT,FR,FR,BAO AMIS,37,37
19/05/2019,LU,8079,BERTRANGE,NL,FR,2ŠME VISITE,23,25
19/05/2019,FR,57000,METZ,FR,FR,2ŠME VISITE,47,68
19/05/2019,LU,1354,LUXEMBOURG,IT,FR,FB,24,31
19/05/2019,BE,6700,ARLON,ROUMAIN,FR,FB,29,27
19/05/2019,LU,9189,VICHTEN,LUX,LUX,FB,43,58
19/05/2019,LU,3863,SCHIFFLANGE,FR,FR,FLYER ,16,13
19/05/2019,LU,4970,BETTANGE-SUR-MESS,FR,FR,GOOGLE,20,13
19/05/2019,LU,3240,BETTEMBOURG,ROUMAIN,FR,GOOGLE,21,18
19/05/2019,LU,3243,BETTEMBOURG,ROUMAIN,FR,BAO AMIS,22,20
19/05/2019,LU,8231,MAMER,FR,FR,GOOGLE,25,31
19/05/2019,LU,1467,LUXEMBOURG,SLOVENIEN,FR,BAO AMIS,25,26
19/05/2019,FR,57970,KOENIGSMACKER,FR,FR,GOOGLE,39,51
19/05/2019,FR,57100,THIONVILLE,FR,FR,,33,40
19/05/2019,LU,5316,CONTERN,LUX,LUX,TELEVISION RTL,25,33
19/05/2019,LU,8025,STRASSEN,ESP,FR,2 Ôme Visite ,21,25
19/05/2019,LU,1250,LUXEMBOURG,ANG,FR,RTL,26,26
19/05/2019,LU,1343,LUXEMBOURG,ESP,FR,GOOGLE,24,25
20/05/2019,LU,4780,DIFFERDANGE,CREOLE ,FR,B.A.O.,4,2
20/05/2019,FR,57290,FAMECK,FR,FR,BAO AMIS,34,38
20/05/2019,FR,57290,FAMECK,FR,DE,2ŠME VISITE,34,38
22/05/2019,DE,66798,WALLERFANGEN,DE,DE,VISIT LUXEMBOURG,47,78
22/05/2019,FR,57290,SEREMANGE,FR,FR,BAO FAMILLE,35,39
24/05/2019,LU,4368,BELVAUX,RUSSE,DE,GOOGLE,9,5
25/05/2019,DE,71088,HOLZGERLINGEN,ANG,ANG,VISIT LUXEMBOURG,203,316
25/05/2019,LU,7374,LORENTZWEILER,PT,LUX,FB,32,37
25/05/2019,LU,3635,KAYL,LUX,LUX,PASSAGE,16,17
25/05/2019,LU,7307,STEINSEL,ANG,ANG,2ŠME VISITE,30,35
25/05/2019,LU,3397,ROESER,FR,DE,2ŠME VISITE,24,27
25/05/2019,LU,4450,BELVAUX,LUX,LUX,2ŠME VISITE,9,5
26/05/2019,FR,54730,LONGWY,FR,FR,ECOLE,30,30
26/05/2019,DE,86179,AUGSBOURG,DE,DE,Luxembourg CARD,294,473
26/05/2019,DE,54309,NEWEL,DE,DE,GOOGLE,48,77
26/05/2019,LU,1250,LUXEMBOURG,BULGARIE,FR,GOOGLE,25,27
26/05/2019,LU,9648,ERPELDANGE,LUX,LUX,GOOGLE,42,65
26/05/2019,LU,2626,LUXEMBOURG,FR,FR,2ŠME VISITE,24,34
27/05/2019,LU,6917,ROODT-SUR-SYRE,ANG,FR,ECOLE,38,45
27/05/2019,LU,1355,LUXEMBOURG,LUX,FR,B.A.O.,24,25
27/05/2019,LU,1635,LUXEMBOURG,LUX,FR,RTL LUX,26,26
27/05/2019,LU,8088,BERTRANGE,LUX,FR,2EME VISITE,28,28
27/05/2019,LU,2210,LUXEMBOURG,GREC,ANG,B.A.O.,26,27
27/05/2019,LU,3860,SCHIFFLANGE,LUX,DE,B.A.O.,16,13
27/05/2019,LU,8317,OLM,PT,FR,ECOLE,27,32
27/05/2019,LU,3736,RUMELANGE,LUX,DE,B.A.O.,25,21
27/05/2019,LU,1316,LUXEMBOURG,FR,ANG,GOOGLE - QUOI FAIRE AU LUX,32,35
27/05/2019,LU,4620,DIFFERDANGE,FR,LUX,2EME VISITE,7,2
27/05/2019,FR,91400,SACLAY,FR,CHINOIS,INTERNET (SAIS PLUS),227,365
28/05/2019,LU,5670,ALTWIES,PT,LUX,ECOLE,25,32
28/05/2019,LU,4629,DIFFERDANGE,LUX,FR,2EME VISITE,5,2
28/05/2019,LU,6212,CONSDORF,FR,LUX,B.A.O.,46,56
28/05/2019,LU,5447,SCHWEBSINGEN,LUX,DE,ECOLE,33,45
28/05/2019,LU,4391,PONTPIERRE,LUX,ANG,B.A.O.,14,14
28/05/2019,LU,4055,ESCH-SUR-ALZETTE ,LUX,ANG,FB,12,10
28/05/2019,LU,8508,REDANGE,RUSSE,FR,INTERNET (SAIS PLUS),49,37
28/05/2019,LU,4536,DIFFERDANGE,FR,FR,3EME VISITE,5,2
28/05/2019,LU,7511,ROLLINGEN,LUX,DE,Presse L'ESSENTIEL,39,48
28/05/2019,LU,6581,ROSPORT,LUX,DE,Presse RTL TELE,55,74
28/05/2019,LU,4930,BASCHARAGE,PT,FR,FB,11,7
28/05/2019,LU,1729,LUXEMBOURG,FR,ANG,B.A.O.,31,34
28/05/2019,FR,28630,MIGNIERES,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,,
28/05/2019,LU,8838,WAHL,LUX,FR,Presse RADIO (SAIS PLUS),59,50
28/05/2019,LU,9155,GROSBOUS,PT,FR,ECOLE,55,47
28/05/2019,LU,1260,LUXEMBOURG,FR,DE,ECOLE,30,28
28/05/2019,LU,3938,MONDERCANGE,LUX,DE,ECOLE,15,10
28/05/2019,LU,3985,PISSANGE,LUX,DE,ECOLE,13,11
28/05/2019,LU,6135,JUNGLINSTER,DE,FR,Presse RTL TELE,38,44
28/05/2019,LU,7447,LINTGEN,LUX,FR,B.A.O.,37,46
28/05/2019,LU,3753,RUMELANGE,ANG,FR,FB,28,17
28/05/2019,LU,4514,DIFFERDANGE,PT,LUX,Passage HABITANT,5,2
28/05/2019,LU,3560,DUDELANGE,LUX,ANG,ECOLE,20,20
29/05/2019,LU,4970,BETTANGE-SUR-MESS,LUX,FR,2EME VISITE,17,13
