DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
01/11/2019,LU,9125,SCHIEREN,PT,RUSSE,INTERNET (SAIS PLUS),43,61
01/11/2019,LU,2327,LUXEMBOURG,ESP,ANG,5EME,24,28
01/11/2019,LU,4514,DIFFERDANGE,FR,ANG,Passage HABITANT,4,1
01/11/2019,LU,8081,BERTRANGE,FR,ANG,FB,23,27
01/11/2019,LU,8189,KOPSTAL,FR,ANG,FB,28,33
02/11/2019,LU,9521,WILTZ,ROMAIN,ANG,INTERNET (SAIS PLUS),66,87
02/11/2019,LU,8249,MAMER,IT,FR,ECOLE,26,19
02/11/2019,LU,5830,ALZINGEN,IT,ANG,INTERNET (SAIS PLUS),26,28
02/11/2019,BE,6840,NEUFCHATEAUX,FR,ANG,B.A.O.,49,67
02/11/2019,FR,54400,COSNES-ET-ROMAIN,FR,ANG,CRECHE,27,20
02/11/2019,LU,8047,STRASSEN,ESP,ANG,ECOLE,25,22
02/11/2019,LU,8055,BERTANGE,HUNGARY,ANG,INTERNET (SAIS PLUS),23,19
02/11/2019,LU,5243,SANDWEILER,FR,NL,FB,30,35
02/11/2019,DE,55765,OBERHAMBACH,DE,POL,INTERNET (SAIS PLUS),88,138
02/11/2019,LU,9676,NOERTRANGE,LU,DE,FB,72,82
02/11/2019,FR,55400,FOAMEIX-ORNEL,DUTCH,ANG,INTERNET (SAIS PLUS),57,53
02/11/2019,LU,4048,ESCH-SUR-ALZETTE ,ARABE,ANG,FB,15,11
02/11/2019,LU,4460,SOLEUVRE,LU,LU,B.A.O.,6,4
02/11/2019,LU,4465,SOLEUVRE,FR,ANG,2EME VISITE,7,4
02/11/2019,LU,9577,WILTZ,PT,LU,ECOLE,70,91
02/11/2019,LU,3442,DUDELANGE,LU,LU,3EME VISITE,18,19
02/11/2019,DE,66882,HUETSCHENHAUSEN,ANG,ANG,FB,101,148
02/11/2019,DE,67269,LITTENHEIM,DE,ANG,INTERNET (SAIS PLUS),117,188
02/11/2019,LU,1117,LUXEMBOURG,ROMAIN,ANG,INTERNET (SAIS PLUS),24,26
02/11/2019,LU,8042,STRASSEN,ANG,ANG,INTERNET (SAIS PLUS),26,21
02/11/2019,LU,4888,LAMADELAINE,LU,FR,B.A.O.,13,9
02/11/2019,FR,57270,RICHEMONT,FR,FR,FB,39,46
02/11/2019,LU,6559,GIRST,LU,FR,B.A.O.,52,73
02/11/2019,FR,54520,LAXOU,FR,ANG,B.A.O.,97,124
02/11/2019,FR,54111,CHALIGNY,FR,ANG,B.A.O.,90,132
02/11/2019,FR,54111,CHALIGNY,FR,ANG,B.A.O.,90,132
02/11/2019,LU,4509,DIFFERDANGE,LU,FR,HABITANT,4,2
02/11/2019,LU,4236,ESCH-SUR-ALZETTE ,IT,FR,B.A.O.,15,8
02/11/2019,LU,2336,LUXEMBOURG,IT,FR,EXPO,30,28
02/11/2019,FR,55600,THONNE-LE-THIL,FR,FR,B.A.O.,55,55
02/11/2019,FR,55600,THONNE-LE-THIL,FR,ANG,B.A.O.,55,55
02/11/2019,FR,57855,SAINT-PRIVAT-LA-MONTAGNE,FR,ANG,B.A.O.,51,58
02/11/2019,FR,57855,SAINT-PRIVAT-LA-MONTAGNE,FR,ANG,B.A.O.,51,58
02/11/2019,LU,3636,KAYL,LU,FR,TV,18,18
02/11/2019,FR,57700,HAYANGE,FR,IT,B.A.O.,40,41
02/11/2019,FR,1541,LUXEMBOURG,HUNGARY,ANG,B.A.O.,24,28
02/11/2019,LU,3259,BETTEMBOURG,LU,FR,2EME VISITE,22,24
02/11/2019,FR,54720,CUTRY,FR,IT,INTERNET (SAIS PLUS),26,17
02/11/2019,LU,8230,MAMER,LU,LU,ECOLE,26,19
02/11/2019,FR,57840,ROCHONVILLERS,FR,DE,B.A.O.,29,23
02/11/2019,FR,54580,VILLERUPT,FR,ANG,FB,17,12
02/11/2019,LU,6225,ROBEBOUR,LU,ANG,B.A.O.,40,52
02/11/2019,LU,5359,SCHUTTRANGE,LU,DE,TV,34,39
02/11/2019,FR,57700,HAYANGE,IT,FR,INTERNET (SAIS PLUS),40,42
02/11/2019,FR,57840,ROCHONVILLERS,LU,ANG,ECOLE,28,23
02/11/2019,LU,4645,DIFFERDANGE,PT,FR,ECOLE,4,2
02/11/2019,DE,80804,MUENSCHEN,DE,ANG,B.A.O.,,
02/11/2019,LU,3320,BIVANGE,LU,FR,B.A.O.,22,26
02/11/2019,LU,3259,BETTEMBOURG,PT,LU,B.A.O.,22,24
02/11/2019,DE,54296,TRIER,DE,DE,FB,63,80
02/11/2019,LU,1723,LUXEMBOURG,FR,ANG,INTERNET (SAIS PLUS),21,25
02/11/2019,FR,54590,HUSSIGNY-GODBRANGE,FR,FR,3EME VISITE,23,9
02/11/2019,FR,78170,LA CELLE-SAINT-CLOUD,FR,ANG,B.A.O.,,
02/11/2019,FR,57840,ROCHONVILLERS,LU,DE,FB,29,23
02/11/2019,LU,2215,LUXEMBOURG,FR,ANG,SITE WEB,32,30
02/11/2019,LU,2368,ESCH-SUR-ALZETTE ,GREC,ANG,2EME VISITE,12,7
03/11/2019,LU,4570,DIFFERDANGE,LUX,DE,B.A.O.,5,2
03/11/2019,LU,4490,SOLEUVRE,LUX,POL,TV,8,5
03/11/2019,LU,1263,LUXEMBOURG,LUX,FR,2EME VISITE,25,26
03/11/2019,FR,54590,HUSSIGNY-GODBRANGE,FR,ENG,B.A.O.,23,9
03/11/2019,DE,55122,MAINZ,DE,ENG,INTERNET (SAIS PLUS),180,284
03/11/2019,DE,55122,MAINZ,DE,ENG,INTERNET (SAIS PLUS),180,284
03/11/2019,LU,1342,LUXEMBOURG,FR,ENG,B.A.O.,27,28
03/11/2019,LU,4811,RODANGE,ENG,MALTE,FB,13,9
03/11/2019,LU,2538,LUXEMBOURG,FR,ROUMAIN,INTERNET (SAIS PLUS),24,26
03/11/2019,LU,1145,LUXEMBOURG,GREC,ENG,FB,20,24
03/11/2019,LU,8063,BERTRANGE,POLONAIS,ENG,FB,22,20
03/11/2019,LU,8079,BERTRANGE,FR,NL,5e visit BEAUCOUP DE FOIS,21,19
03/11/2019,LU,4108,ESCH-SUR-ALZETTE ,POLONAIS,ENG,FB,10,10
03/11/2019,DE,54457,WINCHERINGEN,RUSSE,ENG,B.A.O.,42,52
03/11/2019,DE,1845,ORLENBACH,ENG,INDIEN,GOOGLE,80,125
03/11/2019,LU,6310,BEAUFORT,NL,LUX,3EME VISITE,57,66
03/11/2019,LU,1370,LUXEMBOURG,RUSSE,ENG,B.A.O.,22,25
03/11/2019,DE,66663,MERTZIG,DE,ENG,KINDERZEITUNG,48,67
03/11/2019,LU,4742,PETANGE,FR,FR,B.A.O.,9,6
03/11/2019,LU,3355,LEUDELANGE,ROUMAIN,FR,B.A.O.,17,16
03/11/2019,DE,54294,TRIER,DE,ENG,FB,52,69
03/11/2019,LU,1655,LUXEMBOURG,HUNGARY,ENG,INTERNET (SAIS PLUS),21,23
03/11/2019,BE,2800,MECHELEN,NL,FR,VISIT LUXEMBOURG,140,226
03/11/2019,LU,5969,ITZIG,LU,FR,CITY Luxembourg,28,30
03/11/2019,DE,66839,SCHMELZ,DE,FR,INTERNET (SAIS PLUS),72,90
03/11/2019,LU,5359,SCHUTTRANGE,LU,DE,2EME VISITE,32,39
03/11/2019,LU,1433,LUXEMBOURG,FR,ENG,INTERNET (SAIS PLUS),21,25
03/11/2019,FR,54190,VILLERUPT,FR,FR,4EME VISITE,23,15
03/11/2019,FR,57290,FAMECK,FR,FR,INTERNET (SAIS PLUS),33,38
03/11/2019,LU,5312,CONTERN,DE,ENG,EXPO,31,37
03/11/2019,BE,6791,AUBANGE,FR,ENG,PASSAGE,15,12
03/11/2019,LU,1930,LUXEMBOURG,DE,ENG,VISIT LUXEMBOURG,26,26
03/11/2019,LU,3454,DUDELANGE,LU,FR,ECOLE,21,21
03/11/2019,LU,7383,LORENTZWEILER,FR,DE,B.A.O.,33,45
03/11/2019,LU,3321,BERCHEM,FR,ENG,INTERNET (SAIS PLUS),23,26
03/11/2019,LU,3329,CRAUTHEM,LU,FR,Presse RTL,25,27
03/11/2019,LU,8094,BERTRANGE,LU,FR,ECOLE,23,20
03/11/2019,LU,8227,MAMER,LU,FR,Presse RTL,26,20
03/11/2019,FR,57330,ENTRANGE,FR,DE,2EME VISITE,28,30
03/11/2019,LU,4022,ESCH-SUR-ALZETTE ,PT,LU,PASSAGE,16,10
03/11/2019,LU,5670,ALTWIES,FR,ENG,ECOLE,25,32
03/11/2019,LU,2161,LUXEMBOURG,ENG,ENG,2EME VISITE,31,30
03/11/2019,FR,55600,THONNE-LE-THIL,FR,ENG,INTERNET (SAIS PLUS),51,51
03/11/2019,FR,54400,COSNES-ET-ROMAIN,FR,ENG,INTERNET (SAIS PLUS),23,20
03/11/2019,FR,57970,OUDRENNE,FR,ENG,INTERNET (SAIS PLUS),47,48
03/11/2019,FR,54810,LONGLAVILLE,FR,POLONAIS,2EME VISITE,19,15
03/11/2019,FR,57270,RICHEMONT,FR,ENG,GOOGLE,40,46
03/11/2019,FR,57480,WALDWISSE,FR,FR,ECOLE,47,52
03/11/2019,LU,3377,LEUDELANGE,LU,PT,FB,19,17
03/11/2019,LU,4446,BELVAL,LU,FR,FB,8,5
03/11/2019,LU,57390,AUDUN-LE-TICHE,IT,FR,2EME VISITE,14,11
03/11/2019,LU,7241,BERELDANGE,FR,ENG,2EME VISITE,33,31
03/11/2019,LU,8370,HOBSCHEID,LU,FR,2EME VISITE,31,26
03/11/2019,BE,6790,AUBANGE,FR,ENG,B.A.O.,17,13
03/11/2019,LU,4955,KAERJENG,ENG,ENG,2EME VISITE,12,7
03/11/2019,LU,2328,LUXEMBOURG,FR,LU,2EME VISITE,26,32
03/11/2019,DE,54294,TRIER,DE,ENG,B.A.O.,55,70
03/11/2019,DE,54318,MERTESDORF,DE,ENG,B.A.O.,56,86
03/11/2019,LU,2711,LUXEMBOURG,LU,FR,B.A.O.,26,26
03/11/2019,LU,3830,SCHIFFLANGE,LU,LU,PASSAGE,15,13
03/11/2019,LU,3924,MONDERCANGE,LU,DE,B.A.O.,14,10
03/11/2019,LU,2730,LUXEMBOURG,LU,FR,2EME VISITE,23,25
03/11/2019,LU,3417,DUDELANGE,LU,DE,B.A.O.,22,21
03/11/2019,FR,57300,TR‚MERY,FR,ENG,INTERNET (SAIS PLUS),38,48
03/11/2019,DE,66706,PERL,DE,ENG,UNI,35,46
03/11/2019,DE,66706,PERL,DE,ENG,UNI,35,46
03/11/2019,LU,7782,BISSEN,LU,FR,FB,43,56
03/11/2019,LU,7460,PRETTEN,LU,DE,B.A.O.,38,47
03/11/2019,LU,1267,LUXEMBOURG,LU,ENG,FB,28,33
03/11/2019,LU,1466,LUXEMBOURG,ESP,DE,FB,33,40
03/11/2019,LU,1363,HOWALD,FR,ENG,EXPO,24,26
03/11/2019,LU,9376,HOSCHEID,RUSSE,LU,FB,55,76
03/11/2019,LU,3322,BIVANGE,FR,DE,INTERNET (SAIS PLUS),23,27
03/11/2019,LU,4407,SANEM,PT,LU,ECOLE,10,6
03/11/2019,LU,2539,LUXEMBOURG,LU,FR,B.A.O.,29,33
03/11/2019,LU,5942,ITZIG,SLOVENE,ENG,FB,30,30
04/11/2019,LU,2340,LUXEMBOURG,NORVEGIEN,ENG,INTERNET (SAIS PLUS),24,26
04/11/2019,LU,7540,ROLLINGEN,LU,FR,2EME VISITE,37,48
04/11/2019,LU,1628,LUXEMBOURG,FR,ENG,B.A.O.,26,27
04/11/2019,FR,31380,AZAS,FR,ENG,GUIDE LUX,,
04/11/2019,FR,43330,SAINT-FERREOL-D'AUROURE,FR,CREOL,INTERNET (SAIS PLUS),,
04/11/2019,LU,8340,OLM,TCHEQUE,FR,INTERNET (SAIS PLUS),26,33
04/11/2019,FR,43330,SAINT-FERREOL-D'AUROURE,FR,FR,B.A.O.,,
04/11/2019,LU,1258,LUXEMBOURG,ENG,FR,B.A.O.,23,26
04/11/2019,BE,6700,ARLON,LU,DE,2EME VISITE,32,26
04/11/2019,LU,4560,DIFFERDANGE,LU,FR,Passage HABITANT,4,2
04/11/2019,FR,89500,LES BORDES,FR,ENG,B.A.O.,,
05/11/2019,FR,71000,SANC‚,BOSNIAQUE,ENG,INTERNET (SAIS PLUS),,
05/11/2019,LU,1938,LUXEMBOURG,SUEDOIS,RUSSE,INTERNET (SAIS PLUS),41,31
06/11/2019,LU,1732,LUXEMBOURG,ENG,DE,B.A.O.,37,35
06/11/2019,LU,1452,LUXEMBOURG,ENG,ENG,B.A.O.,30,24
07/11/2019,DE,47802,KREFELD,DE,ENG,GOOGLE,177,283
07/11/2019,LU,4864,ESCH-SUR-ALZETTE ,LU,DE,B.A.O.,13,7
07/11/2019,LU,8072,BERTRANGE,PT,LU,ECOLE,15,16
09/11/2019,LU,4991,SANEM,LUX,FR,3EME VISITE,5,3
09/11/2019,LU,4732,PETANGE,BULGARE,FR,FB,10,5
09/11/2019,LU,4361,ESCH-SUR-ALZETTE ,RUSSE,FR,5EME VISITE,13,7
09/11/2019,LU,6695,MOMPACH,FR,ANG,B.A.O.,51,64
09/11/2019,LU,4535,DIFFERDANGE,LUX,DE,3EME VISITE,4,2
09/11/2019,FR,54350,MONT-SAINT-MARTIN,FR,IT,2EME VISITE,19,14
09/11/2019,LU,8522,BECKERICH,LUX,DE,FB,40,34
09/11/2019,LU,1221,LUXEMBOURG,POLONAIS,ANG,GOOGLE - WHAT'S ON FOR KIDS,29,35
09/11/2019,FR,57330,ENTRANGE,FR,ANG,B.A.O.,24,29
09/11/2019,LU,6137,JUNGLINSTER,FR,DE,B.A.O.,41,44
09/11/2019,LU,8152,BRIDEL,LUX,DE,FB,26,32
09/11/2019,LU,4814,RODANGE,ANG,CHINOIS,GOOGLE - WHAT TO DO IN Luxembourg,12,8
09/11/2019,LU,2446,LUXEMBOURG,DE,FR,B.A.O.,27,27
10/11/2019,LU,3223,BETTEMBOURG,ANG,FR,B.A.O.,21,21
10/11/2019,FR,57000,METZ,FR,FR,B.A.O.,50,64
10/11/2019,FR,57855,SAINT-PRIVAT-LA-MONTAGNE,FR,POLONAIS,FB,50,59
10/11/2019,FR,54490,PREUTIN-HIGNY,FR,ANG,PASSAGE,35,31
10/11/2019,DE,54636,SCHLEID,ANG,FR,GOOGLE MAPS,65,98
10/11/2019,LU,4518,DIFFERDANGE,IT,ANG,PASSAGE,3,1
10/11/2019,LU,3832,SCHIFFLANGE,LUX,DE,B.A.O.,15,13
10/11/2019,BE,6700,ARLON,FR,ANG,FB,29,26
10/11/2019,DE,9123,CHEMNITZ,ANG,ANG,INTERNET (SAIS PLUS),,
10/11/2019,LU,3922,MONDERCANGE,NL,NL,B.A.O.,14,11
10/11/2019,FR,55220,LES SOUHESMES-RAMPONT,FR,ANG,FB,79,106
10/11/2019,LU,7433,GREVENKANPP,PT,ANG,B.A.O.,39,56
10/11/2019,LU,4985,SANEM,FR,LUX,B.A.O.,7,6
10/11/2019,LU,4976,BETTANGE-SUR-MESS,FINOIS,FR,FB,16,14
10/11/2019,LU,1550,LUXEMBOURG,IT,FR,ECOLE,27,28
10/11/2019,LU,8053,BERTRANGE,FR,ANG,7EME VISITE,24,20
10/11/2019,FR,57190,FLORANGE,FR,DE,FB,28,39
10/11/2019,LU,4770,PETANGE,PT,LUX,PASSAGE,9,5
10/11/2019,LU,4810,RODANGE,LUX,FR,FB,13,9
10/11/2019,FR,57000,METZ,FR,ANG,FB,49,64
10/11/2019,LU,2380,LUXEMBOURG,ARABE,ANG,FB,19,24
10/11/2019,DE,54456,TAWERN,ARABE,DE,PASSAGE,44,62
10/11/2019,FR,57150,CREUTZWALD,FR,FR,B.A.O.,65,99
10/11/2019,LU,1534,LUXEMBOURG,IT,FR,B.A.O.,19,23
10/11/2019,LU,8371,HOBSCHEID,LUX,DE,B.A.O.,27,22
10/11/2019,LU,3378,LIVANGE,LUX,FR,ECOLE,19,25
10/11/2019,LU,2121,LUXEMBOURG,IT,ANG,INTERNET (SAIS PLUS),28,36
10/11/2019,LU,4779,PETANGE,ALBANAIS,FR,FB,10,5
10/11/2019,LU,1268,LUXEMBOURG,ANG,DE,2EME VISITE,24,32
10/11/2019,LU,4034,ESCH-SUR-ALZETTE ,LUX,DE,FB,12,10
10/11/2019,LU,3378,LIVANGE,LUX,FR,B.A.O.,19,25
10/11/2019,LU,4532,DIFFERDANGE,LUX,FR,HABITANT,2,1
10/11/2019,LU,4804,RODANGE,LUX,FR,ECOLE,16,9
10/11/2019,FR,57970,STUCKANGE,FR,ANG,PASSAGE,45,58
10/11/2019,LU,4888,LAMADELAINE,LUX,FR,2EME VISITE,12,7
10/11/2019,LU,4268,ESCH-SUR-ALZETTE ,FR,LUX,ECOLE,12,10
10/11/2019,LU,4573,DIFFERDANGE,PT,FR,FB,2,1
10/11/2019,LU,3690,EHLERANGE,LUX,FR,B.A.O.,13,11
11/11/2019,LU,3840,SCHIFFLANGE,FR,LU,JOURNAL,14,12
11/11/2019,FR,57310,BOUSSE,FR,ANG,2EME VISITE,43,52
11/11/2019,FR,57330,ENTRANGE,FR,ANG,ECOLE,25,30
11/11/2019,FR,86250,LA BARLIERE,FR,FR,GOOGLE,84,87
11/11/2019,UK,SE100LY,MAYSTON MEWS,FR,ANG,GOOGLE,,
11/11/2019,FR,51100,REIMS,FR,ANG,GOOGLE,127,202
11/11/2019,FR,57140,NORROY-LE-VENEUR,FR,FR,FB,49,61
11/11/2019,DE,54657,NEIDENBACH,ENG,ESP,FB,87,103
11/11/2019,FR,57140,NORROY-LE-VENEUR,FR,ANG,B.A.O.,49,61
11/11/2019,FR,54800,SAINT-MARCEL,FR,FR,B.A.O.,56,54
11/11/2019,FR,57940,VOLSTROFF,FR,FR,INTERNET (SAIS PLUS),40,52
11/11/2019,FR,57530,OTTONVILLE,FR,ANG,FB,63,93
11/11/2019,FR,57300,TREMERY,FR,ANG,FB,38,48
11/11/2019,FR,54250,CHAMPIGNEULLES,FR,ANG,FB,86,115
11/11/2019,FR,57100,THIONVILLE,FR,ANG,B.A.O.,37,42
11/11/2019,BE,6700,ARLON,FR,FR,FB,33,27
11/11/2019,FR,57650,LOMMERANGE,FR,ANG,B.A.O.,28,29
11/11/2019,FR,57050,LORRY-LES-METZ,FR,FR,FB,51,65
11/11/2019,FR,55600,THONNE-LE-THIL,FR,ANG,B.A.O.,53,51
11/11/2019,FR,57950,MONTIGNY-LES-METZ,FR,ANG,SITE WEB,52,67
11/11/2019,FR,57440,ALGRANGE,FR,ANG,B.A.O.,29,29
11/11/2019,FR,57100,THIONVILLE,FR,FR,B.A.O.,39,42
11/11/2019,FR,54810,LONGLAVILLE,FR,ARABE,B.A.O.,20,15
11/11/2019,FR,54730,VILLE-HOUDL‚MANT,FR,ANG,B.A.O.,34,26
11/11/2019,BE,6600,BENONCHAMPS,FR,LU,INTERNET ,67,72
11/11/2019,FR,54870,UGNY,FR,DE,INTERNET (SAIS PLUS),30,22
11/11/2019,FR,57190,FLORANGE,FR,ANG,FB,34,41
11/11/2019,FR,54400,COSNES-ET-ROMAIN,FR,FR,GOOGLE,26,20
