DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
10/03/2019,FR,57000,METZ,FR,FR,AMIS,46,70
10/03/2019,FR,57420,VERNY,FR,FR,BAO AMIS,55,86
10/03/2019,LU,1243,LUXEMBOURG,FR,FR,B.A.O.,22,27
10/03/2019,LU,3384,NOERTZANGE,LUX,LUX,GOOGLE,14,16
10/03/2019,LU,1354,LUXEMBOURG,IT,FR,B.A.O.,23,32
10/03/2019,DE,66663,MERTZIG,DE,DE,VISIT LUXEMBOURG,46,63
10/03/2019,LU,4581,DIFFERDANGE,FR,FR,PASSAGE,3,1
10/03/2019,LU,2210,LUXEMBOURG,RUSSE,FR,BAO AMIS,23,27
12/03/2019,LU,8260,MAMER,LUX,ANG,B.A.O.,24,20
12/03/2019,LU,5770,WEILER-LA-TOUR,IT,LUX,GOOGLE,25,30
13/03/2019,FR,57330,ZOUFTGEN,POLONAIS,FR,FB,37,33
13/03/2019,FR,54400,COSNES-ET-ROMAINS,DE,FR,B.A.O.,28,19
14/03/2019,LU,5411,GARNICH,LUX,LUX,B.A.O.,23,14
14/03/2019,LU,5534,REMICH,IT,FR,ECOLE ,35,40
16/03/2019,LU,1311,LUXEMBOURG,ESP,PT,VISIT LUXEMBOURG,20,23
16/03/2019,LU,3340,FENNANGE,LUX,FR,B.A.O.,18,18
16/03/2019,LU,8285,KEHLEN,LUX,FR,Presse AM BUED (ZEITUNG),27,24
16/03/2019,LU,55750,FRISANGE,LUX,DE,BAO INSTALATEUR DU SON,21,27
16/03/2019,BE,6700,ARLON,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,33,25
16/03/2019,LU,7545,MERSCH,RUSSE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,42,44
16/03/2019,FR,57570,MONDORFF,FR,ANG,2EME VISITE,34,36
16/03/2019,FR,57150,CREUTZWALD,FR,ANG,FB,65,98
16/03/2019,FR,57330,ESCHERANGE,FR,ANG,B.A.O.,24,28
16/03/2019,LU,6930,BETZDORF,LUX,FR,B.A.O.,37,51
16/03/2019,LU,8323,OLM,LUX,FR,ECOLE,24,32
16/03/2019,LU,4514,DIFFERDANGE,FR,ANG,INSTAGRAM,5,1
16/03/2019,FR,57100,THIONVILLE,FR,LUX,VISIT LUXEMBOURG,37,40
16/03/2019,FR,57640,MALROY,FR,ANG,B.A.O.,58,73
16/03/2019,LU,5692,ELVANGE,LUX,DE,B.A.O.,26,35
16/03/2019,LU,4967,KAERJENG,FR,DE,B.A.O.,15,10
16/03/2019,LU,4423,SOLEUVRE,FR,LUX,TRAVAILLE CHEZ TNS ILRES (B.A.O.),6,3
16/03/2019,LU,4438,SOLEUVRE,LUX,FR,Presse WORT,5,2
16/03/2019,FR,57258,ST-MARIE-AUX-CHENES,FR,ANG,VISIT LUXEMBOURG,51,59
16/03/2019,LU,9521,WILTZ,ROUMAIN,FR,VISIT LUXEMBOURG,86,66
16/03/2019,LU,6791,ATUS,FR,HONGROIS,B.A.O.,13,11
16/03/2019,LU,8450,STEINFORT,LUX,DE,ECOLE,28,19
16/03/2019,DE,54298,EISENACH,ANG,ESP,WHAT'S ON FOR KIDS,52,80
17/03/2019,LU,3249,BETTEMBOURG,DE,ANG,UNI.LU,21,24
17/03/2019,FR,54880,THIL,FR,ANG,VISIT LUXEMBOURG,16,10
17/03/2019,LU,4408,BELVAUX,FR,ANG,TRAVAILLE CHEZ LISER,9,5
17/03/2019,BE,6780,MESSANCY,FR,ANG,B.A.O.,24,17
17/03/2019,LU,4870,LAMADELEINE,FR,ANG,GOOGLE (SAIS PLUS),13,7
17/03/2019,DE,54295,TRIER,DE,ANG,INTERNET (SAIS PLUS),54,73
17/03/2019,FR,57258,SAINTE-MARIE-AUX-CHÒNES,FR,ANG,B.A.O.,49,75
17/03/2019,LU,2518,LUXEMBOURG,LITUANIEN,ANG,B.A.O.,29,31
17/03/2019,DE,54317,OSBURG,DE,FR,MINIMAP,58,91
17/03/2019,LU,2521,LUXEMBOURG,ROUMAIN,ANG,FB,23,27
17/03/2019,LU,5670,ALTWIES,LUX,FR,B.A.O.,22,32
17/03/2019,DE,54308,LANGSUR,DE,ANG,B.A.O.,44,64
17/03/2019,FR,54880,THIL,FR,ANG,B.A.O.,16,10
17/03/2019,FR,54880,THIL,FR,ANG,B.A.O.,16,10
17/03/2019,LU,5675,BURMERANGE,LUX,DE,FB,28,38
17/03/2019,LU,8272,MAMER,IT,FR,B.A.O.,26,20
17/03/2019,FR,57840,ROCHEVILLERS,ESP,FR,WHAT'S ON FOR KIDS,28,23
17/03/2019,LU,1944,LUXEMBOURG,DE,ANG,2EME VISITE,21,26
17/03/2019,LU,7324,MULLENDORF,ANG,SLOVENIEN,B.A.O.,32,36
17/03/2019,LU,3762,TETANGE,LUX,DE,2EME VISITE,17,18
17/03/2019,LU,8035,STRASSEN,LUX,DE,FNR AWARDS,20,25
17/03/2019,FR,57100,THIONVILLE,FR,ANG,PRESSE,35,40
17/03/2019,LU,4059,ESCH-SUR-ALZETTE ,FR,LUX,3EME VISITE,13,10
17/03/2019,FR,57330,ESCHERANGE,FR,ANG,GOOGLE - QUOI FAIRE AU LUX,23,28
17/03/2019,FR,57570,ENTRANGE,FR,ANG,B.A.O.,33,36
17/03/2019,LU,4411,SOLEUVRE,LUX,FR,2EME VISITE,6,3
17/03/2019,LU,8227,MAMER,IT,FR,B.A.O.,23,32
17/03/2019,LU,2410,LUXEMBOURG,FR,FR,PETITWEB.LU,22,27
17/03/2019,LU,6240,GRAULINSTER,RUSSE,ANG,FB,35,48
17/03/2019,LU,3670,KAYL,FR,ANG,STEEL RUN,13,16
17/03/2019,LU,4760,PETANGE,LUX,FR,2EME VISITE,8,4
17/03/2019,LU,1211,LUXEMBOURG,ROUMAIN,ANG,B.A.O.,24,27
17/03/2019,LU,3825,SCHIFFLANGE,LUX,FR,B.A.O.,15,14
17/03/2019,LU,9119,SCHIEREN,LUX,LUX,INTERNET (SAIS PLUS),41,61
17/03/2019,LU,1473,LUXEMBOURG,LITUANIEN,POLONAIS,B.A.O.,22,25
17/03/2019,LU,4494,SOLEUVRE,POLONAIS,ANG,INTERNET (SAIS PLUS),6,3
17/03/2019,LU,4560,DIFFERDANGE,POLONAIS,DE,B.A.O.,5,1
17/03/2019,LU,7653,HEFFINGEN,LUX,FR,B.A.O.,52,50
17/03/2019,FR,57270,UCKANGE,FR,ANG,B.A.O.,40,51
17/03/2019,DE,66701,BECKINGEN,DE,ANG,GOOGLE - SCIENCE,59,74
17/03/2019,FR,57100,THIONVILLE,FR,ANG,PETITWEB.LU,36,40
17/03/2019,FR,57700,HAYANGE,FR,ANG,Google WHAT'S ON FOR KIDS,42,46
17/03/2019,LU,5362,SCHRASSIG,ANG,LUX,FB,40,37
17/03/2019,LU,4967,KAERJENG,LUX,DE,Presse MEDIAS (SAIS PLUS),15,10
17/03/2019,LU,8261,MAMER,LUX,FR,ECOLE,26,19
17/03/2019,LU,1255,LUXEMBOURG,IT,ANG,GOOGLE - QUOI FAIRE AU LUX,30,21
17/03/2019,LU,2313,LUXEMBOURG,LUX,DE,B.A.O.,35,27
17/03/2019,LU,1880,LUXEMBOURG,LUX,DE,B.A.O.,35,27
17/03/2019,BE,9820,MAERELBEKE,NL,DE,VISIT LUXEMBOURG,170,267
17/03/2019,LU,4595,DIFFERDANGE,LUX,FR,Passage habitant,5,1
17/03/2019,LU,1949,HOWALD,LETTON,FR,B.A.O.,33,26
17/03/2019,LU,6230,PONT-A-CELLES,FR,FR,B.A.O.,130,198
18/03/2019,DE,26133,OLDENBURG,DE,ANG,GOOGLE - PARC MERVEILLEUX,,
21/03/2019,LU,3838,SCHIFFLANGE,FR,DE,PETITWEB.LU,18,13
22/03/2019,BE,1170,WATERMAEL-BOITSFORT,FR,FR,FB,146,203
22/03/2019,LU,3320,BERCHEM,UKRAINIEN,ANG,FB,22,26
22/03/2019,LU,4538,DIFFERDANGE,LUX,FR,FB,6,2
22/03/2019,LU,5690,ELLANGE,FR,ANG,GOOGLE - QUOI FAIRE AU LUX,27,35
23/03/2019,LU,1250,LUXEMBOURG,ANG,ANG,GOOGLE,26,27
23/03/2019,LU,4505,Differdange NIEDERKORN,LUX,LUX,PASSAGE ,5,1
23/03/2019,DE,66123,SARRBRšCKEN,DE,DE,Visit Luxembourg OFFICE DU TOURISME Luxembourg ,70,109
23/03/2019,LU,1457,LUXEMBOURG,ESP,FR,ECOLE ,28,29
23/03/2019,FR,54750,TRIEUX,FR,FR,FB,29,28
23/03/2019,FR,54640,TUCQUEGNIEUX,FR,FR,FB,34,32
23/03/2019,FR,57000,METZ,FR,FR,B.A.O.,48,65
23/03/2019,FR,54400,COSNES-ET-ROMAINS,FR,FR,BAO AMIS,26,23
24/03/2019,BE,4130,ESNEUX,FR,FR,B.A.O.,95,153
24/03/2019,BE,5030,GEMBLOUX,FR,FR,VISIT LUXEMBOURG,104,171
24/03/2019,LU,8125,BRIDEL,FR,FR,VISIT LUXEMBOURG,22,30
24/03/2019,LU,3320,BERCHEM,ROUMAIN,FR ,ECOLE ,20,26
24/03/2019,LU,2121,LUXEMBOURG,FR,ANG,ESSENTIELLE,27,31
24/03/2019,LU,6700,ARLON,FR,ANG ,ESSENTIELLE,29,25
24/03/2019,LU,4545,DIFFERDANGE,ANG,ANG,B.A.O.,3,1
24/03/2019,DE,54338,TRIER,DE,DE,GOOGLE,52,85
24/03/2019,LU,5353,OETRANGE,ANG,FR,AMIS,32,42
24/03/2019,LU,1140,LUXEMBOURG,IT,FR,FB,22,27
24/03/2019,DE,54439,PALZEM,DE,DE,MOUSEL ZEITUNG ?,39,56
24/03/2019,LU,5252,SANDWEILER,LUX,LUX,ECOLE,24,33
26/03/2019,FR,57270,UCKANGE,FR,FR,B.A.O.,37,43
26/03/2019,LU,4251,ESCH SUR ALZETTE ,FR,FR,AMIS,19,8
26/03/2019,LU,8232,MAMER,LUX,LUX,ECOLE,25,18
27/03/2019,LU,4830,RODANGE,ROUMAIN,FR,VISIT LUXEMBOURG,14,7
27/03/2019,DE,54456,TAWERN,DE,ANG,MUSELZEITUNG,56,62
28/03/2019,LU,8352,DALHEM,LUX,LUX,ECOLE ,19,13
29/03/2019,DE,76131,KARLSRUHE,DE,DE,Luxembourg CARD ,153,244
30/03/2019,LU,1550,LUXEMBOURG,FR,ANG,ECOLE,27,26
30/03/2019,FR,54640,BETTAINVILLERS,FR,DE,B.A.O.,37,33
30/03/2019,LU,5323,CONTERN,SUEDOIS,ANG,2EME VISITE,29,36
30/03/2019,FR,57420,CHEMINOT,FR,ANG,REPUBLICAIN LORRAIN,61,88
30/03/2019,LU,7651,HEFFINGEN,POLONAIS,DE,GOOGLE (SAIS PLUS),41,50
30/03/2019,FR,57860,RONCOURT,FR,ANG,GOOGLE - MUSEES LUX,48,56
31/03/2019,LU,1255,LUXEMBOURG,DE,ANG,ECOLE,21,24
31/03/2019,LU,8283,KEHLEN,FR,LUX,B.A.O.,29,36
31/03/2019,FR,2343,LUXEMBOURG,ANG,RUSSE,ECOLE,25,32
31/03/2019,LU,8079,BERTRANGE,FR,NL,B.A.O.,24,18
31/03/2019,LU,6790,GREVENMACHER,DE,LUX,MUSELZEITUNG,36,53
31/03/2019,DE,52074,AACHEN,DE,ANG,ARCHITUR ZEITUNG,80,198
31/03/2019,LU,1918,LUXEMBOURG,IT,ANG,ECOLE,30,31
31/03/2019,LU,3620,KAYL,LUX,FR,B.A.O.,17,17
