DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
10/06/2019,LU,2624,LUXEMBOURG,FR,FR,FB,29,38
10/06/2019,LU,8044,STRASSEN,ANG,ANG,FB,26,23
10/06/2019,LU,1255,LUXEMBOURG,LUX,LUX,Presse EDI MAGAZINE ,29,23
10/06/2019,LU,6161,JUNGLINSTER,ANG,ANG,GOOGLE,37,50
10/06/2019,LU,2153,LUXEMBOURG,ANG,LUX,GOOGLE,26,22
10/06/2019,LU,2544,LUXEMBOURG,ANG,ANG,GOOGLE,27,22
10/06/2019,BE,6700,ARLON,FR,FR,BAO AMIS,31,25
10/06/2019,LU,4620,DIFFERDANGE,PT,FR,PASSAGE,7,2
10/06/2019,LU,5359,SCHUTTRANGE,FR,FR,2ŠME VISITE,34,44
10/06/2019,LU,8386,KOERICH,PT,FR,PASSAGE,25,20
10/06/2019,LU,5955,ITZIG,FR,FR,B.A.O,30,36
10/06/2019,LU,1221,LUXEMBOURG,IT,FR,FB,35,30
10/06/2019,LU,2628,LUXEMBOURG,FR ,FR,GOOGLE,26,33
11/06/2019,LU,3371,LEUDELANGE,LUX,LUX,ECOLE PROF.,21,16
11/06/2019,LU,1280,LUXEMBOURG,FR,FR,INSTAGRAM,28,33
11/06/2019,FR,54730,BURE-LA-VILLE,FR,FR,VISIT LUXEMBOURG,37,26
12/06/2019,DE,68259,MANHEIM,DE,DE,Luxembourg CARD ,148,236
12/06/2019,LU,57000,METZ,FR,FR,ECOLE ,49,64
12/06/2019,DE,82291,BEYERN,DE,DE,VacaNCES AU Luxembourg ,429,714
12/06/2019,DE,72072,TšBINGEN,DE,DE,GOOGLE,253,352
12/06/2019,BE,6700,ARLON,FR,FR,GOOGLE,35,25
12/06/2019,LU,4734,PETANGE,LUX,LUX,2ŠME VISITE,10,5
12/06/2019,IT,50050,CASASTRADA,ANG,IT,VACANCES AU Luxembourg ,,
13/06/2019,LU,1635,LUXEMBOURG,DE,DE,2ŠME VISITE,24,25
14/06/2019,DE,9123,SPANGDAHLEM,DE,ANG,FB,70,101
14/06/2019,DE,67686,MACKENBACH,ANG,DE,FB,93,158
15/06/2019,LU,2542,LUXEMBOURG,LUX ,DE,VISIT LUXEMBOURG,31,31
15/06/2019,LU,6678,MERTERT,LUX,DE,GOOGLE - WHAT TO DO IN Luxembourg,45,58
15/06/2019,FR,57300,MONDELANGE,FR,FR,FB,39,53
15/06/2019,DE,51069,K™LN,DE,ANG,INTERNET (SAIS PLUS),169,246
15/06/2019,LU,8254,MAMER,ROUMAIN,ANG,INTERNET (SAIS PLUS),23,18
15/06/2019,FR,54260,TELLANCOURT,FR,ESP,ECOLE,41,39
15/06/2019,LU,9151,ESCHDORF,LUX,DE,INTERNET,58,76
15/06/2019,LU,6944,NIEDERANVEN,LUX,FR,ECOLE,35,41
15/06/2019,LU,2210,LUXEMBOURG,FR,ANG,ECOLE,23,27
15/06/2019,LU,4986,SANEM,ANG,FR,PASSAGE,9,5
16/06/2019,FR,57570,ESING,LUX,FR,2ŠME VISITE,25,31
16/06/2019,LU,6631,MERTERT,BOSNIAQUE,LUX,GOOGLE,37,47
16/06/2019,BE,9051,GAND,FLAMAND,FR,GOOGLE,181,290
16/06/2019,LU,1870,LUXEMBOURG,LUX,FR,2ŠME VISITE,20,12
16/06/2019,LU,4874,PETANGE,PT,LUX,FB,14,7
16/06/2019,LU,4733,PETANGE,PT,FR,B.A.O.,8,5
17/06/2019,LU,5829,ALZINGEN,LUX,LUX,GOOGLE,28,29
18/06/2019,FR,88460,LE ROULIER,FR,FR,VISIT LUXEMBOURG,140,202
18/06/2019,INDIA,400049,MUMBAI,HINDI,ANG,INTERNET (SAIS PLUS),,
18/06/2019,LU,6660,BORN,LUX,FR,AMI A MAUDE,53,67
18/06/2019,LU,3831,RODANGE,FR,FR,ECOLE,16,13
19/06/2019,LU,4445,SANEM,LUX,FR,ECOLE,11,6
20/06/2019,DE,66125,SAARBRšCKEN,DE,ANG,VISIT LUXEMBOURG,70,116
20/06/2019,DE,54341,FELL,DE,ANG,RTL RADIO ,65,88
20/06/2019,BRESIL,3123070,SAO PAOLO,PT,ANG,ECOLE,,
22/06/2019,BE,1030,BRUXELLES,FR, FR, Luxembourg CARD ,135,210
22/06/2019,LU,1250,LUXEMBOURG,ANG,ANG,GOOGLE,27,
22/06/2019,LU,1224,LUXEMBOURG,FR,FR,GOOGLE,21,23
22/06/2019,FR,92130,ISSY-LES-MOULINEAUX,FR,FR,AMIS,399,350
22/06/2019,FR,75010,PARIS,FR,FR,AMIS,219,346
22/06/2019,FR,60870,VILLERS-SAINT-PAUL,FR,FR,GOOGLE,224,331
22/06/2019,LU,5551,REMICH,LUX,LUX,ECOLE,27,39
23/06/2019,FR,57525,TALANGE,FR,FR,B.A.O.,37,50
23/06/2019,LU,2114,LUXEMBOURG,LUX,LUX,FLYER,27,27
23/06/2019,DE,54309,TRIER,DE,DE,2ŠME VISITE,47,77
23/06/2019,FR,57190,FLORANGE,FR,FR,B.A.O.,28,40
23/06/2019,DE,54309,TRIER,DE,DE,B.A.O.,47,27
26/06/2019,LU,4395,PONTPIERRE,PT,FR,ECOLE,14,15
27/06/2019,FR,57120,ROMBAS,FR,FR,2EME VISITE,46,51
28/06/2019,uK,CF5 2SP,CARDIFF,ANG,WELSH,VISITE LUXEMBOURG,,
29/06/2019,LU,8395,SEPTFONTAINES,LUX,LUX,ECOLE,32,25
29/06/2019,FR,33970,LEGE-CAP-FERET,FR,FR,GOOGLE  ( VA FREQUENTER EN SEPTEMBRE L'ECOLE LUNEX,,
29/06/2019,DE,66873,RAMSTEIN,ANG,ANG,FB,212,323
30/06/2019,LU,2555,LUXEMBOURG,ROUMAIN,LUX,FB,20,25
30/06/2019,LU,1618,LUXEMBOURG,ROUMAIN,FR,3 Šme Visite ,21,27
30/06/2019,FR,57320,WALDWEISTROFF,FR,FR,GOOGLE,50,65
