DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
10/09/2019,LU,8317,MAMER,PT,FR,ECOLE,27,32
11/09/2019,LU,4482,SANEM,LUX,FR,BAO LEIERBUD FILS ,9,5
11/09/2019,BE,6780,MESSANCY,FR,ANG,2EME VISITE,26,17
11/09/2019,LU,7383,LORENTZWEILER,NL,ANG,B.A.O.,39,44
11/09/2019,LU,8150,BRIDEL,LUX,LUX,GOOGLE - WHAT TO DO IN Luxembourg,32,32
11/09/2019,LU,6550,BERDORF,DE,FR,PUB (SAIS PLUS),55,60
11/09/2019,LU,4974,DIPPACH,LUX,FR,B.A.O.,19,12
11/09/2019,LU,7364,BOFFERDANGE,ANG,LUX,B.A.O.,35,45
11/09/2019,FR,57320,BRETTNACH,FR,ANG,B.A.O.,59,69
12/09/2019,LU,8293,KEISPELT,ANG,FR,B.A.O.,33,39
13/09/2019,LU,5772,WEILER-LA-TOUR,LU,FR,SCOUT,24,31
13/09/2019,LU,4883,LAMADELAINE,IT,FR,COMMUNE,12,7
14/09/2019,LU,5238,SANDWEILER,FINLANDAIS,ANG,2EME VISITE,24,33
14/09/2019,LU,9155,GROSBOUS,LUX,FR,2EME VISITE,49,65
14/09/2019,LU,5772,WEILER-LA-TOUR,LUX,DE,2EME VISITE,24,31
14/09/2019,FR,54440,HERSERANGE,FR,ANG,GOOGLE - MUSEE,15,13
14/09/2019,LU,8224,MAMER,RUSSE,ANG,3EME VISITE,24,18
14/09/2019,LU,4639,DIFFERDANGE,PT,FR,PASSAGE,1,2
14/09/2019,LU,5651,MONDORF LES BAINS,LUX,FR,B.A.O.,24,34
14/09/2019,LU,3750,RUMELANGE,LUX,FR,GOOGLE - WHAT TO DO WITH KIDS,20,20
14/09/2019,LU,3480,DUDELANGE,FR,ANG,ECOLE,18,20
14/09/2019,BE,6790,AUBANGE,FR,ARABE,2EME VISITE,18,13
14/09/2019,LU,4514,DIFFERDANGE,LUX,FR,PASSAGE,4,3
14/09/2019,FR,75019,PARIS,FR,ANG,GOOGLE - WHAT TO DO IN LUXEMBOURG,216,347
14/09/2019,FR,54920,MORFONTAINE,PT,FR,GOOGLE (SAIS PLUS),20,15
14/09/2019,DE,9012,RAMSTEIN,ANG,ANG,B.A.O.,90,153
14/09/2019,DE,9009,RAMSTEIN,ANG,ANG,B.A.O.,90,153
14/09/2019,DE,9012,RAMSTEIN,ANG,DE,B.A.O.,90,153
15/09/2019,LU,5843,FENTANGE,FR,ANG,FOYER SCOLAIRE ,24,28
15/09/2019,LU,1143,LUXEMBOURG,DE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,20,24
15/09/2019,LU,1372,LUXEMBOURG,CHINOIS,ANG,4EME VISITE,26,35
15/09/2019,FR,57290,FAMECK,FR,ANG,B.A.O.,34,38
15/09/2019,LU,4405,SOLEUVRE,LUX,FR,B.A.O.,6,2
15/09/2019,DE,66793,SAARWELLINGEN,RUSSE,DE,GOOGLE - MUSEE EXPERIENCES,60,90
15/09/2019,LU,2170,SENNINGENBERG,ANG,ESP,ECOLE,26,37
16/09/2019,LU,4408,SANEM,IT,ANG,VISIT LUXEMBOURG,9,5
17/09/2019,SUISSE,6382,OBERDORF,FR,DE,GOOGLE - WHAT TO DO IN Luxembourg,,
20/09/2019,GRECE,vvvv,EISHEN,GREC,EN,B.A.O.,,
20/09/2019,LU,3918,MONDERCANGE,FR,ANG,ECOLE,12,9
21/09/2019,DE,66879,STEINWENDEN,ANG,ESPFR,GOOGLE (SAIS PLUS),96,165
21/09/2019,DE,66740,SAARLOUIS,NANG,FR,GOOGLE (SAIS PLUS),59,83
21/09/2019,LU,2162,LUXEMBOURG,FR,IT,B.A.O.,24,32
21/09/2019,LU,6181,GONDERANGE,LUX,FR,RTL TELE,31,42
21/09/2019,LU,4048,ESCH-SUR-ALZETTE ,IT,FR,PASSAGE,13,10
22/09/2019,BE,6700,ARLON,FR,ANG,4EME VISITE,29,27
22/09/2019,LU,7224,WALFERDANGE,DE,ANG,B.A.O.,28,35
22/09/2019,LU,2611,HOWALD,FR,ANG,2EME VISITE,21,26
22/09/2019,DE,54293,TRIER,ANG,DE,B.A.O.,51,79
22/09/2019,UK,LE65 2QX,ASHBY-DE-LA-ZOUCH,ANG,ANG,TRIPADVISOR,,
22/09/2019,UK,KY12 7XZ,DUNFERMLINE,ANG,FR,GOOGLE - SAIS PLUS,,
22/09/2019,LU,8067,BERTRANGE,FR,ANG,ECOLE,22,27
22/09/2019,LU,4839,RODANGE,IT,FR,ECOLE,11,8
22/09/2019,LU,5751,FRISANGE,LUX,DE,PUB (SAIS PLUS),18,26
22/09/2019,FR,57100,THIONVILLE,FR,ANG,FB,34,41
22/09/2019,FR,57330,HETTANGE-GRANDE,FR,ANG,B.A.O.,23,29
23/09/2019,LU,1250,LUXEMBOURG,BULGARE,ANG,SITE INTERNET B.A.O.,29,27
24/09/2019,LU,1370,LUXEMBOURG,FR,LUX,B.A.O.,28,26
25/09/2019,DE,41515,GREVENBROICH,CHINOIS,DE,GOOGLE - WHAT TO DO IN Luxembourg,,
27/09/2019,LU,4579,DIFFERDANGE,LUX,FR,B.A.O.,4,2
27/09/2019,BE,6700,ARLON,FR,ANG,INTERNET (SAIS PLUS),33,26
27/09/2019,BE,6717,ATTERT,FR,FR,B.A.O.,39,34
27/09/2019,BE,6717,ATTERT,FR,LU,B.A.O.,39,34
27/09/2019,LU,8808,ARSDORF,DE,FR,GOOGLE,52,52
27/09/2019,BE,6810,CHINY,FR,FR,ECOLE,53,52
27/09/2019,LU,8379,KLEINBETTINGEN,FR,ANG,PETIT WEB,24,18
27/09/2019,LU,8478,EISCHEN,FR,ANG,B.A.O.,33,25
27/09/2019,BE,6720,HABAY,FR,ANG,INTERNET (SAIS PLUS),37,37
27/09/2019,BE,6717,ATTERT,FR,ANG,B.A.O.,39,34
28/09/2019,LU,5761,HASSEL,LUX,DE,ECOLE,26,32
28/09/2019,LU,6350,DILLINGEN,NL,FR,RADIO (SAIS PLUS),55,64
28/09/2019,LU,9154,GROSBOUS,ANG,FR,2EME VISITE,50,66
28/09/2019,FR,57570,HAGEN,FR,PT,B.A.O.,36,36
28/09/2019,LU,7249,BERELDANGE,HONGROIS,ANG,2EME VISITE,26,33
28/09/2019,LU,1912,LUXEMBOURG,ANG,CROATE,GOOGLE - NOTRE SITE,25,34
28/09/2019,LU,4597,DIFFERDANGE,LUX,FR,B.A.O.,3,2
28/09/2019,FR,57590,ORIOCOURT,FR,ANG,VISIT LUXEMBOURG,71,97
28/09/2019,DE,54441,TEMMELS,DE,ANG,4EME VISITE,49,66
28/09/2019,FR,57330,ESCHERANGE,LUX,FR,VISIT LUXEMBOURG,24,29
28/09/2019,LU,2723,HOWALD,FR,ANG,ECOLE,21,26
28/09/2019,DE,54441,TEMMELS,MALTAIS,ANG,B.A.O.,49,66
28/09/2019,FR,45150,OUVROUER-LES-CHAMPS,FR,ANG,B.A.O.,,
28/09/2019,LU,4545,DIFFERDANGE,PT,FR,HABITANT DIFF,5,2
28/09/2019,LU,5853,FENTANGE,FR,ANG,B.A.O.,22,27
28/09/2019,LU,1309,LUXEMBOURG,LUX,FR,M. CALMES,22,26
28/09/2019,LU,5368,SCHUTTRANGE,LUX,FR,M. CALMES,30,42
28/09/2019,LU,6139,JUNGLINSTER,FR,ANG,VISIT LUXEMBOURG,32,43
28/09/2019,LU,2556,LUXEMBOURG,FR,ANG,L'ESSENTIEL,23,27
28/09/2019,LU,1272,LUXEMBOURG,CROATE,ANG,B.A.O.,30,35
28/09/2019,LU,1364,LUXEMBOURG,LUX,FR,M. CALMES,22,26
28/09/2019,LU,1923,LUXEMBOURG,LUX,FR,M. CALMES,28,26
30/09/2019,LU,9080,ETTELBRUCK,DE,LUX,INTERNET (SAIS PLUS),55,63
30/09/2019,LU,3790,TETANGE,LUX,FR,B.A.O.,21,18
