DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
15/07/2019,LU,1254,LUXEMBOURG,LUX,FR,ENSEIGMENENT,22,24
15/07/2019,LU,3543,DUDELANGE,LUX,LUX,2EME VISITE,20,19
16/07/2019,LU,5367,SCHUTTRANGE,LUX,LUX,GOOGLE,34,42
16/07/2019,LU,7371,HELMDANGE,DE,LUX,GOOGLE,37,38
16/07/2019,LU,4438,SANEM,RUSSIAN,DE,,5,3
16/07/2019,FR,59480,MOTTELETTE,FR,ANG,GOOGLE,187,320
16/07/2019,LU,5681,DALHEIM,IT ,FR,VAKANZ DOHEEM,30,34
16/07/2019,LU,3321,BERCHEM,LUX,FR,B.A.O.,26,26
16/07/2019,NL,NO71410 ,AMSTERDAM,ANG,ANG,GOOGLE,256,409
16/07/2019,NL,7721KD,DALFSEN,NL,ANG,Luxembourg CARD,269,435
16/07/2019,FR,54260,VERZIN,FR,FR,AMIS,40,40
16/07/2019,FR,54400,LONGWY,FR,FR,B.A.O.,21,18
16/07/2019,FR,57540,PETITE-ROSSELLE,FR,FR,GOOGLE,78,99
16/07/2019,LU,2448,LUXEMBOURG,FR,FR,3ŠME VISITE ,28,27
17/07/2019,BE,2200,HERENTALS,NL,ANG,VISIT LUXEMBOURG,158,261
17/07/2019,NL,6596,MILSBEEK,FR,ANG,INTERNET (SAIS PLUS),192,317
17/07/2019,LU,3377,LEUDELANGE,ESP,ANG,GOOGLE - WHAT TO DO IN Luxembourg,21,17
17/07/2019,FR,57330,HETTANGE-GRANDE,FR,ANG,GOOGLE - MUSEE LUX,35,29
17/07/2019,LU,4459,SANEM,DE,LUX,PASSAGE,9,5
17/07/2019,LU,4440,SANEM,LUX,LUX,B.A.O.,8,4
17/07/2019,LU,1355,LUXEMBOURG,LUX,FR,2EME VISITE,26,30
17/07/2019,LU,4815,RODANGE,LUX,FR,ECOLE,12,8
17/07/2019,FR,54730,GORCY,FR,FR,GOOGLE - MUSEES LUX,37,30
17/07/2019,FR,54590,HUSS,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,27,10
17/07/2019,FR,68660,ROMBACH-LE-FRANC,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,158,238
17/07/2019,FR,63000,CLERMONT,FR,AN,GOOGLE - WHAT TO DO IN Luxembourg,,
18/07/2019,LU,4601,DIFFERDANGE,LUX,LUX,HABITE A DIFFERDANGE,5,2
18/07/2019,LU,3372,LEUDELANGE,LUX,FR ,MME CORINE CAHEN ,20,20
18/07/2019,LU,8186,KOPSTAL,ANG,ANG,AMIS,30,27
18/07/2019,FR,97615,,FR,ANG,B.A.O.,,
18/07/2019,LU,7640,CHRISTNACH,LUX,LUX,JOURNAL (SAIS PLUS),46,55
18/07/2019,BE,6700,ARLON,FR,FR,B.A.O.,37,24
19/07/2019,LU,4396,PONTPIERRE,LUX,LUX,ECOLE,15,15
19/07/2019,BE,1200,BRUXELLES,ANG,ANG,GOOGLE MAPS,131,208
19/07/2019,NL,2241VP,WASSENAAR,ANG,ANG,GOOGLE,238,385
19/07/2019,LU,4735,PETANGE,PT,FR,ECOLE,11,7
19/07/2019,FR,54860,HAUCOURT-MOULAINE,FR,FR,B.A.O.,16,13
19/07/2019,LU,1321,LUXEMBOURG,LUX,LUX,MEDIA ( NE SAIS PLUS ),20,22
19/07/2019,LU,3653,KAYL,DE,DE,B.A.O.,17,17
19/07/2019,DE,22763,HAMBURG,DE,DE,AMIS,646,387
20/07/2019,LU,4361,ESCH-SUR-ALZETTE ,RUSSE,FR,2EME VISITE,13,7
20/07/2019,BE,6700,ARLON,FR,ANG,GOOGLE - WHAT TO DO IN Luxembourg,31,23
20/07/2019,BE,6780,MESSANCY,DANOIS,ANG,B.A.O.,25,18
20/07/2019,BE,5660,COUVIN,FR,NL,VISIT LUXEMBOURG,115,188
20/07/2019,BE,6810,CHINY,FR,ALL,B.A.O.,52,52
20/07/2019,LU,8079,BERTRANGE,ROUMAIN,FR,ECOLE,22,19
20/07/2019,LU,1530,LUXEMBOURG,FR,ANG,PUB (SAIS PLUS),25,28
20/07/2019,LU,4720,PETANGE,LUX,FR,ECOLE,10,7
20/07/2019,LU,3863,SCHIFFLANGE,LUX,DE,2EME VISITE,15,14
21/07/2019,CHINE,510000,BAYIUN,CHINOIS,ANG,PASSAGE,,
21/07/2019,REP. TCH.,,,TCHEQUE,ANG,VISIT LUXEMBOURG,,
21/07/2019,FR,57570,HAGEN,FR,IT,VISIT LUXEMBOURG,34,36
21/07/2019,LU,2449,LUXEMBOURG,FR,ANG,L'ESSENTIEL,27,27
22/07/2019,LU,3825,SCHIFFLANGE,LUX,FR,B.A.O.,17,14
22/07/2019,LU,4750,PETANGE,LUX,DE,3EME VISITE,9,5
22/07/2019,LU,4995,SCHOUWEILER,PT,LUX,PASSAGE,16,10
22/07/2019,LU,3311,BETTEMBOURG,ESP,ANG,FB,20,21
22/07/2019,LU,2632,SANDWEILER,LUX,FR,B.A.O.,28,33
22/07/2019,FR,57330,ESCHERANGE,FR,ANG,B.A.O.,26,29
22/07/2019,LU,4932,KAERJENG,FR,FR,B.A.O.,12,7
23/07/2019,LU,SAIS PAS,DUDELANGE,FR,IT,GOOGLE - WHAT TO DO IN Luxembourg,21,13
23/07/2019,NL,3073 JB,ROTTERDAM,TAMIL,NL,TRIPADVISOR,210,343
23/07/2019,LU,3753,RUMELANGE,LUX,DE,B.A.O.,24,20
23/07/2019,LU,7763,BISSEN,LUX,FR,PRESSE (SAIS PLUS),51,49
23/07/2019,LU,4642,DIFFERDANGE,FR,LUX,5EME VISITE ,4,2
24/07/2019,SUISSE,1624,GRATTAVACHE,FR,ANG,GOOGLE  - VISIT Luxembourg,,
24/07/2019,FR,57310,BOUSSE,FR,ANG,FB,46,47
24/07/2019,LU,2628,LUXEMBOURG,ANG,CHINOIS,B.A.O.,26,27
24/07/2019,LU,6673,MERTERT,LUX,DE,PUB (SAIS PLUS),53,59
24/07/2019,LU,5353,OETRANGE,FR,LUX,B.A.O.,31,37
24/07/2019,NL,8401,GORREDIJK,NL,ANG,GOOGLE (SAIS PLUS),,
24/07/2019,DE,5436,MEXY,DE,RUSSE,VISIT LUXEMBOURG,20,16
24/07/2019,LU,4995,SCHOUWEILER,PT,LUX,2EME VISITE,16,98
24/07/2019,FR,57650,HAVANGE,FR,DE,B.A.O.,29,28
24/07/2019,DE,54636,HEILENBACH,ANG,DE,FB,82,88
24/07/2019,LU,6617,WASSERBILLIG,DE,FR,2EME VISITE,58,60
25/07/2019,FR,54400,COSNES-ET-ROMAIN,FR,ANG,APP : VIAPARENTS,25,22
25/07/2019,FR,42110,CHAMBEON,FR,ANG,VISIT LUXEMBOURG,,
25/07/2019,ISRAEL,,ZICHRON YAAKOV,HEBREU,ANG,B.A.O.,,
25/07/2019,NL,9408 JB,ASSEN,NL,DE,INTERNET (SAIS PLUS),,
25/07/2019,FR,57300,MONDELANGE,FR,ANG,B.A.O.,39,47
25/07/2019,LU,1542,LUXEMBOURG,ANG,ANG,B.A.O.,30,30
25/07/2019,LU,6833,BIWER,SUEDOIS,FR,B.A.O.,40,54
25/07/2019,FR,55100,BEAUMONT - EN - VERDUNOIS,FR,ANG,GOOGLE - SAIS PLUS,77,75
25/07/2019,LU,6131,JUNGLINSTER,LUX,FR,CLUB ROTARY,34,43
25/07/2019,LU,4981,RECKANGE-SUR-MESS,LUX,FR,B.A.O.,15,10
26/07/2019,NL,2022 CN,HAARLEM,NL,ANG,INTERNET (SAIS PLUS),,
26/07/2019,FR,54870,UGNY,FR,ANG,2EME VISITE,29,22
26/07/2019,LU,9053,ETTELBRUCK,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,51,62
26/07/2019,DE,54317,OSBURG,ANG,DE,B.A.O.,61,91
26/07/2019,ROUMANIE,900497,CONSTANTZA,ROUMAIN,ANG,VISIT LUXEMBOURG,,
26/07/2019,LU,6312,BEAUFORT,LUX,VIETNAMIEN,SCIENCE FESTIVAL,55,63
26/07/2019,LU,6985,HOSTERT,LUX,FR,2EME VISITE,32,38
26/07/2019,LU,4434,SANEM,PT,LUX,PASSAGE,9,5
26/07/2019,US,80134,PARKER - COLORADO,ANG,ESP,ECOLE,,
26/07/2019,LU,8383,KOERICH,LUX,DE,B.A.O.,27,21
26/07/2019,NL,1073 ER,AMSTERDAM,NL,ANG,INTERNET (SAIS PLUS),,
27/07/2019,DE,82110,GERMERING,DE,DE,GOOGLE,318,518
27/07/2019,LU,4211,ESCH-SUR-ALZETTE ,ESP,FR,2ŠME VISITE,13,7
27/07/2019,BE,5170,PROFONDEVILLE,FR,FR,GOOGLE,96,150
27/07/2019,FR,51000,CHALONS-EN-CHAMPAGNE,FR,FR,BAO AMIS,119,171
27/07/2019,LU,7157,MERSCH,ANG,FR,GOOGLE,35,43
27/07/2019,LU,9283,DIEKIRCH,LUX,LUX,PRESSE,46,67
27/07/2019,FR,59500,DOUAI,FR,FR,Visit Luxembourg Tourist OFFICE   VUE  DANS  UN MAGAZINE ,177,302
27/07/2019,LU,4795,LINGER,LUX,LUX,ECOLE,12,6
27/07/2019,NL,2613HL,DELFT,DUTCH,ANG,GOOGLE,210,366
27/07/2019,NL,9785TC,HEIDELBERG,DUTCH,ANG, VISIT Luxembourg,304,532
27/07/2019,NL,5213RG,DENBOSCH,DUTCH,ANG,BAO FRIENDS,186,315
27/07/2019,LU,8507,REDANGE,ANG,ANG,GOOGLE,41,34
27/07/2019,LU,7465,NOMMERN,LUX,LUX,B.A.O,44,59
27/07/2019,NL,5708LA,HELMOND,DUTCH,ANG ,INFO LEAFLET AT CAMPING,175,275
27/07/2019,LU,8181,BRIDEL,LUX,ANG,B.A.O,23,31
27/07/2019,BE,6790,AUBANGE,FR,ANG,GOOGLE,17,12
27/07/2019,LU,1232,LUXEMBOURG,FR,LUX,GOOGLE,21,26
27/07/2019,NL,8406,HOLLANDE,DE,DE,TRIPADVISOR,207,358
27/07/2019,FR,54860,HAUCOURT-MOULAINE,FR,FR,GOOGLE,16,13
27/07/2019,LU,4924,BASCHARAGE,LUX,LUX,B.A.O,12,8
27/07/2019,NL,3925LW,SCHERPENZEEL,NL,NL,GOOGLE,221,380
27/07/2019,FR,57655,BOULANGE,FR,FR,B.A.O,26,24
27/07/2019,LU,6799,GREVENMACHER,DE,DE,2ŠME VISITE,34,53
27/07/2019,BE,6700,ARLON,FR,FR,BAO AMIS,32,25
27/07/2019,FR,57100,MANOM,FR,FR,GUILLAUME TRAP ,33,42
27/07/2019,LU,3574,DUDELANGE,LUX,LUX,GOOGLE,16,19
27/07/2019,BE,6760,VIRTON,FR,FR,MAISON JOSY JUCKEM,40,34
27/07/2019,LU,1420,LUXEMBOURG,ROUMAIN,FR,FACEBOOK,21,25
27/07/2019,DE,54329,KONZ,DE ,LUX,BAO AMIS,21,25
27/07/2019,LU,1321,LUXEMBOURG,LUX,LUX,B.A.O,18,22
27/07/2019,NL,5384AT,HEESCH,ANG ,ANG,Luxembourg CARD ,190,329
27/07/2019,FR,57390,AUDUN-LE-TICHE,MOLDAVE,FR,GOOGLE,14,11
28/07/2019,LU,5762,WEILER LA TOUR,LUX,LUX,GOOGLE,25,32
28/07/2019,LU,5772,WEILER LA TOUR,LUX,LUX,Ecole MAISON RELAIS,25,31
28/07/2019,LU,9837,HOSINGEN,LUX,LUX,NATURPARK,58,87
28/07/2019,FR,59710,NOUVEAU JEU,FR,FR,BAO AMIS,174,303
28/07/2019,LU,9283,DIEKIRCH,LUX,LUX,2ŠME VISITE,46,67
28/07/2019,NL,9951EK,WINSUM,NL,NL,B.A.O.,308,543
28/07/2019,NL,6231 EB,MEERSSEN,NL,NL,INTERNET ,121,197
28/07/2019,BE,7500,TOURNAI,FR,ANG,Luxembourg CARD,156,274
28/07/2019,LU,7511,ROLLINGEN,LUX,DE,2ŠME VISITE,34,47
28/07/2019,LU,1372,LUXEMBOURG,ANG,ANG,4 Ôme Visite ,25,34
28/07/2019,FR,54590,HUSSIGNY,FR,FR,PASSAGE,8,5,5
28/07/2019,LU,7333,STEINSEL,DE,LUX ,MAGAZINE EDUCATION Luxembourg,30,36
28/07/2019,BE,8000,CURTAI,NL,FR ,BAO,186,314
28/07/2019,LU,8237,MAMER,LUX,LUX,GOOGLE,22,19
28/07/2019,FR,57920,VECKRING,FR,FR,FB,41,57
28/07/2019,FR,57530,LEQUENEXY,FR,FR,GOOGLE,50,79
28/07/2019,LU,5370,SCHUTTRANGE,LUX,LUX,ECOLE ,29,42
28/07/2019,LU,7330,HEISDORF,LUX,LUX,GOOGLE,29,36
28/07/2019,FR,54135,LEXY,FR,FR,3ŠME VISITE ,23,22
28/07/2019,BE,9900,BALGERHOEKE,NL,FR,GOOGLE,179,293
28/07/2019,LU,4434,SOLEUVRE,PT,LUX,B.A.O,5,3,0
28/07/2019,LU,1236,LUXEMBOURG,CHINOIS,ANG,GOOGLE,19,23
28/07/2019,LU,1471,LUXEMBOURG,ANG,ANG,B.A.O,18,24
28/07/2019,LU,57570,RODEMACK ,FR,FR,B.A.O,18,26
28/07/2019,LU,6980,NIEDERANVEN,ROUMAIN,FR,4 Ôme Visite ,27,41
28/07/2019,LU,1250,LUXEMBOURG,LUX,LUX,B.A.O,25,27
28/07/2019,LU,2265,LUXEMBOURG,PT,FR,Presse TELEVISION RTP ,19,24
29/07/2019,FR,54310,HOMECOURT,FR,FR,GOOGLE - WHAT TO DO IN Luxembourg,45,43
29/07/2019,LU,6370,HALLER,LUX,DE,B.A.O.,49,59
29/07/2019,BE,6700,ARLON,FR,ANG,B.A.O.,34,26
29/07/2019,LU,7317,MULLENDORF,FILIPINO,ANG,INTERNET (SAIS PLUS),36,37
29/07/2019,LU,5465,WALDBREDIMUS,DE,ANG,ECOLE,32,37
29/07/2019,ROUMANIE,540077,TG. MURES,ROUMAIN,ANG,B.A.O.,,
30/07/2019,FR,54400,COSNES-ET-ROMAIN,FR,ANG,B.A.O.,25,22
30/07/2019,LU,9116,SCHIEREN,LUX,FR,B.A.O.,43,61
30/07/2019,DE,54441,WAWERN,DE,ANG,INTERNET (SAIS PLUS),52,70
30/07/2019,LU,2153,LUXEMBOURG,FR,ANG,5EME VISITE ,21,24
30/07/2019,FR,54260,PIERREVILLE,FR,ANG,VISIT LUXEMBOURG,100,141
30/07/2019,DE,55758,WISCHWEILER,DE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,93,129
30/07/2019,FR,57000,METZ,FR,FR,B.A.O.,54,63
30/07/2019,LU,6638,WASSERBILLIG,PAPIAMENTO,ANG,B.A.O.,43,62
30/07/2019,FR,21560,DIJON,FR,ANG,VISIT LUXEMBOURG,203,329
30/07/2019,FR,54620,BEUVILLE,FR,ANG,ARCELOR,28,21
31/07/2019,LU,4421,SANEM,LUX,FR,C'EST LE MONSIEUR QUI NOUS LIVRE LE COURRIER ,6,4
31/07/2019,LU,2241,LUXEMBOURG,LUX,FR,B.A.O.,26,29
31/07/2019,FR,54350,MONT-ST-MARTIN,FR,FR,FB,19,14
31/07/2019,LU,4460,SOLEUVRE,RUSSE,FR,FB,7,4
31/07/2019,LU,9144,HIERHECK,LUX,DE,B.A.O.,55,50
31/07/2019,NL,6571 BD,BERG EN DAL,NL,ANG,GOOGLE - WHAT TO DO IN Luxembourg,216,326
31/07/2019,NL,8355 VB,GIETHOORN,NL,ANG,B.A.O.,,
31/07/2019,LU,8156,BRIDEL,CHINOIS,ANG,GOOGLE -> OUR WEBSITE,25,31
31/07/2019,BE,6791,ATHUS,FR,IT,B.A.O.,15,12
31/07/2019,FR,55170,ANCERVILLE,FR,FR,B.A.O.,134,202
31/07/2019,NL,2201,NOODWIJK,NL,ANG,VISIT LUXEMBOURG,,
31/07/2019,FR,57530,GLATIGNY,FR,ANG,FB,66,81
31/07/2019,LU,4408,SANEM,AMHERIC,ANG,ECOLE,9,5
31/07/2019,LU,4050,ESCH-SUR-ALZETTE ,HINDI,ANG,FB PAGE - Luxembourg EXPATS,14,9
31/07/2019,LU,4994,SPRINKANGE,ANG,TAMIL,FB,15,10
31/07/2019,LU,4670,DIFFERDANGE,LUX,FR,VISITE CLUB SENIOR,4,2
31/07/2019,LU,1530,LUXEMBOURG,ANG,DE,2EME VISITE,26,28
31/07/2019,DE,1445,RADEBEUL,DE,ANG,B.A.O.,,
