DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
08/04/2019,LU,3675,KAYL,LUX,DE,3EME_VISITE,19,17
08/04/2019,LU,1534,LUXEMBOURG,FR,ANG,GUIDE_(SAIS_PLUS),22,22
08/04/2019,FR,13008,MARSEILLE,FR,ANG,B.A.O.,,
08/04/2019,LU,3939,MONDERCANGE,LUX,DE,B.A.O.,16,10
08/04/2019,FR,57865,AMANVILLERS,FR,ANG,GOOGLE_-_QUOI_FAIRE_AU_LUX,61,62
09/04/2019,LU,5898,SYREN,LUX,DE,ECOLE,32,34
09/04/2019,FR,54135,MEXY,FR,ANG,LIST,22,16
09/04/2019,SOUTH_AFRICA,1121,BELFAST,AFRICAIN,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,,
09/04/2019,USA,98136,SEATTLE,ANG,ESP,B.A.O.,,
09/04/2019,LU,3514,DUDELANGE,LUX,IT,LAANSCHT_GEFUER,19,18
09/04/2019,GB,SE7_7HY,LONDON,ANG,ANG,B.A.O.,,
09/04/2019,LU,3550,DUDELANGE,LETTON,RUSSE,2EME_VISITE,21,19
09/04/2019,LU,8350,GARNICH,LUX,DE,ECOLE,21,14
09/04/2019,FR,57330,ESCHERANGE,FR,ANG,L'ESSENTIEL,27,28
09/04/2019,LU,1459,LUXEMBOURG,ANG,FR,ECOLE,34,27
09/04/2019,FR,57365,FLEVY,FR,ANG,2EME_VISITE,51,55
09/04/2019,FR,55700,BEAUCLAIR,FR,ANG,2EME_VISITE,75,64
09/04/2019,FR,55100,BEAUMONT-EN-VERDUNIERS,FR,ANG,2EME_VISITE,76,74
09/04/2019,FR,52300,CUREL,FR,ANG,B.A.O.,156,215
09/04/2019,BE,5790,GREVENMACHER,FR,LUX,JOURNAL_INFO_(BELGE),44,57
09/04/2019,FR,57280,HAUCONCOURT,FR,ANG,B.A.O.,45,53
09/04/2019,LU,5819,ALZINGEN,FR,ANG,INTERNET_(SAIS_PLUS),31,33
09/04/2019,FR,84360,MERINDOL,FR,ANG,TRIPADVISOR,,
09/04/2019,LU,5330,MOUTFORT,FR,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,34,37
09/04/2019,FR,57100,THIONVILLE,FR,ANG,FS,41,40
09/04/2019,LU,1128,LUXEMBOURG,ANG,DE,GOOGLE,27,27
09/04/2019,FR,57100,THIONVILLE,FR,ANG,GOOGLE_(SAIS_PLUS),41,40
09/04/2019,FR,57390,AUDUN-LE-TICHE,ROUMAIN,FR,B.A.O.,16,11
09/04/2019,LU,4597,DIFFERDANGE,LUX,DE,HABITE_A_DIFFERDANGE,3,0
09/04/2019,LU,7218,HELMSANGE,FR,DE,INTERNET_(SAIS_PLUS),36,35
09/04/2019,LU,4046,ESCH-SUR-ALZETTE_,PT,LUX,PASSAGE,15,7
09/04/2019,LU,4518,DIFFERDANGE,PT,LUX,HABITE_A_DIFFERDANGE,3,1
09/04/2019,BE,6840,MACHTUM,FR,LUX,B.A.O.,46,54
09/04/2019,LU,4490,BELVAUX,LUX,FR,FB,9,5
10/04/2019,FR,57120,ROMBAS,FR,ANG,FB,45,51
10/04/2019,FR,57950,MONTIGNY-LES-METZ,FR,ANG,ECOLE,54,72
10/04/2019,LU,6996,OBERANVEN,L,FR,B.A.O.,31,38
10/04/2019,LU,4418,SANEM,L,FR,FB,7,4
10/04/2019,LU,1230,LUXEMBOURG,FR,ANG,ECOLE,20,24
10/04/2019,FR,67540,OSWALD,FR,FR,B.A.O.,148,236
10/04/2019,LU,1627,LUXEMBOURG,FR,ANG,B.A.O.,20,24
10/04/2019,LU,8080,BERTRANGE,SUEDOIS,ANG,GOOGLE_-_MUSEE_SCIENCE_Luxembourg,21,24
10/04/2019,LU,7336,STEINSEL,FR,FR,B.A.O.,33,36
10/04/2019,LU,4514,DIFFERDANGE,FR,ANG,HABITE_A_DIFFERDANGE,5,1
10/04/2019,LU,2672,LUXEMBOURG,LUX,DE,B.A.O._->_NOTE_SITE,21,24
10/04/2019,LU,3332,FENNANGE,PT,FR,4EME_VISITE,18,18
10/04/2019,FR,57390,AUDUN-LE-TICHE,FR,LUX,GOOGLE_-_QUOI_FAIRE_AU_LUX,14,11
10/04/2019,FR,68000,COLMAR,FR,DE,GOOGLE_-_QUOI_FAIRE_AU_LUX,184,272
10/04/2019,LU,6942,NIEDERANVEN,ANG,FR,B.A.O.,31,40
10/04/2019,LU,8224,MAMER,FR,LUX,ECOLE,27,18
10/04/2019,FR,57130,DORNOT,FR,ANG,VISIT_LUXEMBOURG,67,78
10/04/2019,FR,57070,MEY,FR,ANG,VISIT_LUXEMBOURG,59,67
10/04/2019,LU,3216,BETTEMBOURG,LUX,DE,2EME_VISITE,21,24
10/04/2019,LU,6250,CONSDORF,PT,LUX,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,46,54
10/04/2019,LU,1617,LUXEMBOURG,FR,FR,3EME_VISITE,23,25
10/04/2019,LU,4546,DIFFERDANGE,IT,LUX,HABITE_A_DIFFERDANGE,4,1
10/04/2019,LU,5958,ITZIG,LUX,DE,PASSAGE,29,29
10/04/2019,LU,1244,LUXEMBOURG,LUX,DE,6EME_VISITE,26,28
10/04/2019,LU,1617,LUXEMBOURG,LUX,FR,ECOLE,23,25
10/04/2019,FR,57180,TERVILLE,FR,FR,B.A.O.,32,38
10/04/2019,LU,1815,LUXEMBOURG,POLONAIS,FR,FB,27,27
10/04/2019,FR,51430,BEZANNES,FR,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,139,207
10/04/2019,FR,54400,COSNES-ET-ROMAINS,FR,FR,B.A.O.,29,23
10/04/2019,LU,1145,LUXEMBOURG,LUX,DE,ECOLE,23,24
10/04/2019,LU,2611,HOWALD,FR,ANG,VISIT_LUXEMBOURG,24,26
10/04/2019,BE,6780,MESSANCY,SERBO-CROATE,FR,GOOGLE_-_QUOI_FAIRE_AU_LUX,25,17
10/04/2019,FR,54720,CUTRY,FR,FR,GOOGLE_-_QUOI_FAIRE_AU_LUX,27,17
10/04/2019,BE,6791,AUBANGE,LUX,FR,ECOLE,18,10
11/04/2019,LU,4613,DIFFERDANGE,LUX,LUX,FB_,6,1
11/04/2019,LU,7373,HELMDANGE,HOLLANDAIS,LUX,MAISON_RELAIS,37,44
11/04/2019,LU,3675,KAYL,LUX,LUX,ECOLE,19,16
11/04/2019,LU,7350,LORENTZWEILER,LUX,LUX,GOOGLE,36,45
11/04/2019,LU,2164,LUXEMBOURG,FR,FR,AMIS,28,27
11/04/2019,LU,6831,BERBOURG,LUX,LUX,ECOLE,45,57
11/04/2019,LU,57100,THIONVILLE,FR,FR,NE_SAIS_PLUS,39,42
11/04/2019,LU,57935,LUTTANGE,FR,FR,AMIS,50,59
11/04/2019,LU,8418,BUSCHDORF,LUX,LUX,FAMILLE,44,35
11/04/2019,LU,5328,MEDINGEN,LUX,LUX,ECOLE,36,38
11/04/2019,LU,5418,EHNEN,LUX,LUX,,41,46
11/04/2019,BE,6830,BOUILLON,FR,FR,"JOURNAL_""_LA_LIBRE_Belgique_""",76,99
11/04/2019,FR,54620,BEUVILLERS,FR,FR,PASSAGE,23,21
11/04/2019,LU,8218,MAMER,FR,FR,AMIS,24,20
12/04/2019,FR,88600,FAING-VAIREL,FR,FR,QUOI_FAIRE_AU__Luxembourg_,134,211
12/04/2019,BE,6769,VIRTON,FR,FR,GOOGLE,41,34
12/04/2019,LU,6850,MANTERNACH,LUX,LUX,Mus‚e_d'histoire_au_Naturelle,41,57
12/04/2019,LU,9830,MERSCHEID,LUX,LUX,ECOLE,6,86
12/04/2019,LU,2273,LUXEMBOURG,ROUMAIN,FR,FB,23,27
12/04/2019,LU,6139,JUNGLINSTER,LUX,LUX,NE_SAIS_PLUS,34,43
12/04/2019,LU,8351,DALHEM,LUX,LUX,ECOLE,18,13
12/04/2019,FR,55230,SPINCOURT,FR,FR,B.A.O,38,34
12/04/2019,FR,57310,GUENANGE,FR,FR,PASSAGE,39,45
12/04/2019,LU,3490,DUDELANGE,PT,LUX,UNI.LU,26,20
12/04/2019,LU,4514,DIFFERDANGE,LUX,LUX,NE_SAIS_PLUS,3,1
13/04/2019,LU,2524,HOWALD,CHINOIS,ANG,B.A.O.,22,26
13/04/2019,FR,54960,MERCY-LE-BAS,FR,ANG,FB,32,25
13/04/2019,LU,7307,STEINSEL,LUX,FR,2EME_VISITE,31,35
13/04/2019,LU,8081,BERTRANGE,RUSSE,ANG,VISIT_LUXEMBOURG,23,26
13/04/2019,LU,5899,SYREN,ANG,FR,ECOLE,30,34
13/04/2019,LU,4880,LAMADELAINE,PT,LUX,INTERNET_(SAIS_PLUS),11,6
13/04/2019,GB,CB58NS,CAMBRIDGE,ESP,ANG,VISIT_LUXEMBOURG,,
13/04/2019,FR,54441,WAWERN,DE,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,53,72
13/04/2019,FR,54400,LONGWY,FR,DE,MEDIATEQUE,,
13/04/2019,LU,8224,MAMER,SLOVAQUE,FR,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,24,18
13/04/2019,LU,3554,DUDELANGE,LUX,DE,ECOLE,20,23
13/04/2019,FR,57100,THIONVILLE,FR,ARABE,B.A.O.,37,40
13/04/2019,LU,8350,GARNICH,LUX,FR,RTL_TELE,19,14
13/04/2019,LU,4640,DIFFERDANGE,IT,FR,HABITE_A_DIFFERDANGE,4,0
13/04/2019,LU,8287,KEHLEN,POLONAIS,ANG,PASSAGE_,28,36
13/04/2019,LU,4720,PETANGE,PT,FR,B.A.O.,10,5
13/04/2019,FR,57270,UCKANGE,FR,FR,VISITE_COLLEGE,39,45
13/04/2019,LU,5413,CANACH,LUX,DE,B.A.O.,33,41
13/04/2019,FR,54190,TIERCELET,FR,ANG,ANG,16,10
13/04/2019,LU,1221,LUXEMBOURG,FR,IT,IT,30,34
13/04/2019,BE,6792,AUBANGE,FR,IT,IT,23,16
13/04/2019,LU,1670,SENNINGERBERG,LETTON,ANG,ANG,27,36
14/04/2019,FR,75177,PFORZHEIM,DE,DE,GOOGLE_-_SEHENSWšRDIGKEITEN_IN_LUX,173,317
14/04/2019,LU,5837,FENTANGE,RUSSE,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,23,27
14/04/2019,LU,3385,NOERZANGE,LUX,FR,RTL_TELE,14,16
14/04/2019,LU,4570,DIFFERDANGE,UKRAINIEN,RUSSE,HABITE_A_DIFFERDANGE,8,6
14/04/2019,LU,4973,DIPPACH,FR,ANG,B.A.O.,18,14
14/04/2019,LU,7242,HELMSANGE,ANG,FR,VISIT_LUXEMBOURG,30,35
14/04/2019,FR,2150,NIZY-LE-COMTE,FR,ANG,B.A.O.,147,192
14/04/2019,LU,1619,LUXEMBOURG,FR,LUX,L'ESSENTIEL,24,27
14/04/2019,DE,66706,PERL,RUSSE,DE,MUSELZEITUNG,32,43
14/04/2019,LU,4645,DIFFERDANGE,LUX,LUX,HABITE_A_DIFFERDANGE,9,4
14/04/2019,LU,8550,NOERDANGE,LUX,FR,B.A.O.,39,33
14/04/2019,LU,2740,LUXEMBOURG,ANG,FR,GOOGLE_(SAIS_PLUS),23,25
14/04/2019,LU,7565,MERSCH,ANG,ANG,FB,36,51
14/04/2019,LU,1482,LUXEMBOURG,DE,FR,RADIO_(SAIS_PLUS),26,30
14/04/2019,LU,2625,LUXEMBOURG,LITUANIEN,FR,VISIT_LUXEMBOURG,30,35
14/04/2019,LU,1546,LUXEMBOURG,FR,RUSSE,FB,20,23
14/04/2019,LU,2681,LUXEMBOURG,LUX,FR,CONNAISSANCE_SOPHIE,24,26
14/04/2019,LU,4048,ESCH-SUR-ALZETTE_,LUX,FR,B.A.O.,10,5
14/04/2019,FR,57970,STUCKANGE,FR,FR,VISIT_LUXEMBOURG,45,57
14/04/2019,DE,53175,BONN,DE,FR,INTERNET_(SAIS_PLUS),140,228
14/04/2019,ARMENIE,5,YEREVAN,AMENIEN,FR,B.A.O.,,
14/04/2019,LU,1279,LUXEMBOURG,PT,FR,INTERNET_(SAIS_PLUS),21,24
14/04/2019,BE,9300,AALST,ANG,FR,INTERNET_(SAIS_PLUS),152,247
14/04/2019,BE,7100,LA_LOUVIERE,FR,IT,VISIT_LUXEMBOURG,128,211
14/04/2019,LU,7330,HEISDORF,FR,ANG,ECOLE,30,35
14/04/2019,LU,4981,RECKANGE-SUR-MESS,LUX,FR,3EME_VISITE,14,11
14/04/2019,LU,7238,WALFERDANGE,POLONAIS,FR,VISIT_LUXEMBOURG,33,36
14/04/2019,FR,57100,THIONVILLE,FR,ANG,GOOGLE_->_NOTRE_SITE,35,40
14/04/2019,DE,54439,MERZKIRCHEN,DE,DE,B.A.O.,46,62
14/04/2019,LU,5425,GOSTINGEN,RUSSE,ANG,3EME_VISITE,36,47
14/04/2019,DE,66787,WADGASSEN,DE,ANG,B.A.O.,56,90
14/04/2019,LU,5548,REMICH,LUX,ANG,"N'AVAIS_PLUS_ENVIE_DE_ME_REPONDRE!_
",29,39
14/04/2019,FR,54430,REHON,FR,ANG,INTERNET_(SAIS_PLUS),25,19
14/04/2019,FR,54720,CUTRY,FR,FR,FB,27,17
14/04/2019,LU,4640,DIFFERDANGE,PT,FR,2EME_VISITE,4,0
14/04/2019,LU,4668,DIFFERDANGE,LUX,FR,HABITE_A_DIFFERDANGE,5,1
14/04/2019,LU,8294,KEISPELT,ANG,ANG,INTERNET_(SAIS_PLUS),32,40
14/04/2019,FR,57600,FORBACH,PT,DE,FB,75,124
14/04/2019,LU,5670,ALTWIES,IT,FR,ECOLE,23,32
14/04/2019,LU,6950,OLINGEN,LUX,FR,B.A.O.,35,46
14/04/2019,LU,5441,REMERSCHEN,LUX,DE,INTERNET_(SAIS_PLUS),29,42
14/04/2019,LU,7391,BLASCHETTE,FR,ANG,PRESSE,34,46
14/04/2019,LU,8237,MAMER,TCHEQUE,FR,VISIT_LUXEMBOURG,24,19
14/04/2019,LU,1275,LUXEMBOURG,RUSSE,FR,5EME_VISITE_,30,29
14/04/2019,FR,57330,ENTRANGE,FR,ANG,5EME_VISITE_,23,28
15/04/2019,MALTE,ATD3011,ATTARD,MALTESE,ANG,INTERNET_(SAIS_PLUS),,
15/04/2019,FR,54600,VILLERS-LES-NANCY,FR,ANG,GOOGLE_-_QUOI_FAIRE_AU_LUX,91,123
15/04/2019,LU,6975,RAMELDANGE,ANG,DE,2EME_VISITE,35,40
15/04/2019,LU,3241,BETTEMBOURG,FR,ANG,B.A.O.,22,21
15/04/2019,LU,3927,MONDERCANGE,LU,ANG,B.A.O.,13,12
15/04/2019,LU,1922,LUXEMBOURG,IT,ANG,SAIS_PLUS,33,28
15/04/2019,LU,4583,DIFFERDANGE,LU,FR,INTERNET_(SAIS_PLUS),5,1
15/04/2019,FR,55260,COURCELLES-SUR-AIRE,NL,FR,REPUBLICAIN_LORRAIN,102,117
15/04/2019,LU,7307,STEINSEL,FR,DE,FB_,32,35
15/04/2019,LU,3321,BERCHEM,LUX,FR,B.A.O.,23,26
15/04/2019,FR,57970,STUCKANGE,FR,FR,B.A.O.,49,52
15/04/2019,LU,4026,ESCH-SUR-ALZETTE_,LUX,FR,RTL_TELE,13,7
15/04/2019,LU,9366,ERMSDORF,LUX,FR,B.A.O.,56,59
15/04/2019,LU,6834,BIWER,LUX,DE,ECOLE,42,53
15/04/2019,FR,57970,STUCKANGE,FR,ANG,REPUBLICAIN_LORRAIN,49,52
15/04/2019,BE,6762,VIRTON,FR,FR,B.A.O.,44,33
15/04/2019,BE,6760,VIRTON,FR,ANG,NOTRE_SITE_(B.A.O.),45,32
15/04/2019,LU,4976,BETTANGE-SUR-MESS,LUX,FR,RTL_TELE,18,13
15/04/2019,LU,8543,LEVELANGE,LUX,FR,B.A.O.,41,32
15/04/2019,LU,4411,SOLEUVRE,LUX,FR,4EME_VISITE,6,3
16/04/2019,LU,1932,LUXEMBOURG,LUX,FR,B.A.O.,27,26
16/04/2019,FR,67100,STRASBOURG,FR,DE,B.A.O.,159,237
16/04/2019,LU,8021,STRASSEN,HEBREU,ANG,ECOLE,25,26
16/04/2019,LU,8021,STRASSEN,HEBREU,ANG,B.A.O.,25,26
16/04/2019,LU,7243,BERELDANGE,ANG,LUX,B.A.O.,30,33
16/04/2019,LU,9353,BETTENDORF,LUX,FR,B.A.O.,63,64
16/04/2019,FR,57150,CREUTZWALD,FR,DE,2EME_VISITE,68,98
16/04/2019,LU,8715,EVERLANGE,LUX,FR,WORT,46,36
16/04/2019,FR,57390,AUDUN-LE-TICHE,FR,ANG,FB,15,11
16/04/2019,LU,4631,DIFFERDANGE,ANG,FR,3EME_VISITE,5,1
16/04/2019,BE,6780,MESSANCY,FR,ANG,ECOLE,26,17
16/04/2019,FR,57380,PONTPIERRE,FR,ANG,B.A.O.,90,125
16/04/2019,LU,7240,BERELDANGE,FR,LUX,GOOGLE_->_NOTRE_SITE,31,33
16/04/2019,LU,1469,LUXEMBOURG,NL,FR,INTERNET_(SAIS_PLUS),32,27
16/04/2019,FR,57000,METZ,FR,ANG,FB,57,64
16/04/2019,FR,49000,ANGERS,FR,DE,B.A.O.,,
16/04/2019,FR,57330,ENTRANGE,FR,ESP,B.A.O.,29,28
16/04/2019,FR,54520,LAXOU,FR,ESP,B.A.O.,108,126
16/04/2019,FR,54000,NANCY,FR,ANG,FB,93,117
16/04/2019,LU,2328,LUXEMBOURG,FR,DE,GOOGLE_-_MUSEES_LUX,30,31
16/04/2019,FR,54400,LONGWY,FR,ANG,FB,29,23
16/04/2019,BE,6700,ARLON,ROUMAIN,FR,B.A.O.,35,25
16/04/2019,FR,57155,MARLY,FR,FR,L'ESSENTIEL,67,78
16/04/2019,LU,5978,ITZIG,LUX,FR,B.A.O.,33,35
16/04/2019,LU,8053,BERTRANGE,LUX,FR,PASSAGE,27,20
16/04/2019,LU,4423,SANEM,LUX,FR,PASSAGE,7,3
17/04/2019,LU,9391,REISDORF,LUX,DE,RTL_,58,69
17/04/2019,LU,4924,HAUTSCHARAGE,FR,LUX,ECOLE,12,6
17/04/2019,LU,9137,SCHIEREN,HONGROIS,LUX,INTERNET_(SAIS_PLUS),44,61
17/04/2019,LU,7653,HEFFINGEN,LUX,LUX,FB,42,50
17/04/2019,FR,29120,TREMEOC,FR,ANG,B.A.O.,,
17/04/2019,FR,79410,ECHIRE,FR,ESP,B.A.O.,,
17/04/2019,LU,9742,BOXHORN,LUX,FR,VISIT_LUXEMBOURG,80,98
17/04/2019,FR,57535,BRONVAUX,FR,ANG,VISIT_LUXEMBOURG,51,52
17/04/2019,FR,57050,LORRY-LES-METZ,FR,ANG,B.A.O.,57,65
17/04/2019,LU,9740,BOEVANGE,LUX,DE,ECOLE,61,100
17/04/2019,LU,6831,BERBOURG,LUX,FR,JOURNAL_(SAIS_PLUS),44,57
17/04/2019,LU,3870,SCHIFFLANGE,LUX,FR,2EME_VISITE,14,13
17/04/2019,LU,7453,LINTGEN,PT,LUX,B.A.O.,38,45
17/04/2019,LU,2412,HOWALD,FR,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,24,25
17/04/2019,LU,4806,RODANGE,PT,LUX,MAISON_RELAIS,12,7
17/04/2019,FR,57180,TERVILLE,FR,FR,2EME_VISITE,36,38
17/04/2019,LU,4975,BETTANGE-SUR-MESS,LUX,FR,B.A.O._,17,13
17/04/2019,LU,4690,DIFFERDANGE,LUX,DE,AUBERGE_JEUNESSE_ESCH,5,1
17/04/2019,FR,57000,METZ,FR,ANG,B.A.O.,57,64
17/04/2019,LU,4522,DIFFERDANGE,LUX,FR,HABITANT,6,2
17/04/2019,LU,4915,KAERJENG,LUX,FR,2EME_VISITE,13,7
17/04/2019,FR,57100,THIONVILLE,FR,ANG,VISITE_COLLEGE,42,40
17/04/2019,LU,8386,KOERICH,LUX,FR,RTL_RADIO,27,20
17/04/2019,LU,3840,SCHIFFLANGE,PT,FR,ECOLE,14,12
17/04/2019,LU,4431,SANEM,PT,FR,B.A.O.,9,5
17/04/2019,LU,3569,DUDELANGE,LUX,DE,B.A.O.,22,20
17/04/2019,LU,4306,ESCH-SUR-ALZETTE_,DE,FR,ECOLE,15,8
17/04/2019,LU,2155,LUXEMBOURG,LUX,FR,SCRIPT,26,25
17/04/2019,LU,1870,LUXEMBOURG,LUX,FR,UNI.LU,21,22
17/04/2019,LU,8214,MAMER,FR,LUX,ECOLE_,26,17
18/04/2019,LU,8086,BERTRANGE,ANG,ESP,2EME_VISITE,27,20
18/04/2019,LU,2128,LUXEMBOURG,SLOVENIEN,FR,2EME_VISITE,22,24
18/04/2019,USA,78746,TEXAS,ANG,ANG,VISIT_LUXEMBOURG,,
18/04/2019,FR,57450,THEDING,FR,DE,FB,81,119
18/04/2019,LU,4999,SPRINKANGE,CHINOIS,ANG,FB_,17,10
18/04/2019,FR,57970,STUCKANGE,FR,FR,B.A.O.,49,47
18/04/2019,BE,6700,ARLON,FR,ANG,3EME_VISITE,34,25
18/04/2019,LU,2273,LUXEMBOURG,LUX,DE,GOOGLE_->_NOTRE_SITE,25,25
18/04/2019,FR,54240,JOEUF,FR,ANG,FB,51,48
18/04/2019,LU,8476,EISCHEN,FR,ANG,B.A.O.,31,24
18/04/2019,BE,6781,MESSANCY,FR,ANG,B.A.O.,19,13
18/04/2019,FR,52200,MARDOR,FR,ANG,B.A.O.,171,260
18/04/2019,LU,3424,DUDELANGE,ANG,FR,B.A.O.,19,19
18/04/2019,LU,8279,HOLZEM,LUX,FR,4EME_VISITE,23,15
18/04/2019,LU,2167,LUXEMBOURG,ANG,FR,2EME_VISITE,31,35
18/04/2019,FR,40900,ANGERS,FR,DE,PASSAGE,,
18/04/2019,LU,1510,LUXEMBOURG,RUSSE,ANG,B.A.O.,33,26
19/04/2019,LU,8048,STRASSEN,LUX,DE,ENSEIGNANTE,26,25
19/04/2019,BE,6700,ARLON,FR,FR,GOOGLE_-_ATTRACTIONS_LUX,34,25
19/04/2019,LU,4505,DIFFERDANGE,LUX,FR,HABITANT,3,1
19/04/2019,FR,67150,NORDHOUSE,FR,DE,VISIT_LUXEMBOURG,156,252
19/04/2019,FR,57000,METZ,FR,ESP,INTERNET_(SAIS_PLUS),56,65
19/04/2019,GB,OW17_2RW,BANDBURY,ANG,JAPONAIS,VISIT_LUXEMBOURG,,
19/04/2019,FR,57120,ROMBAS,FR,ANG,B.A.O.,46,51
19/04/2019,LU,7446,LINTGEN,DANOIS,ANG,FB,37,45
20/04/2019,LU,8353,GARNICH,LUX,LUX,FB,20,14
20/04/2019,LU,4651,DIFFERDANGE,TURQUE,FR,UNI.LU,10,1
20/04/2019,LU,2349,LUXEMBOURG,LUX,FR,PRESSE,25,27
20/04/2019,LU,4279,ESCH-SUR-ALZETTE_,HEBREU,FR,BAO_AMIS,13,9
20/04/2019,LU,9841,WALHAUSEN,FR,FR,BAO_FAMILLE,59,83
20/04/2019,LU,4505,DIFFERDANGE-NIEDERKORN,FR,FR,B.A.O,7,1
20/04/2019,LU,4737,PETANGE,LUX,LUX,B.A.O,14,7
20/04/2019,FR,57190,FLORANGE,FR,FR,BAO_AMIS,11,7
21/04/2019,FR,57100,THIONVILLE,FR,FR,FB,30,40
21/04/2019,BE,6810,CHINY,FR,FR,B.A.O.,58,68
21/04/2019,CH,4054,BASEL,DE,FR,VACANCES_AU_Luxembourg_,,
21/04/2019,IT,15121,ALESSANDRIA,IT,FR,Luxembourg_CARD_,,
22/04/2019,LU,3739,RUMELANGE,IT,LUX,B.A.O.,20,20
22/04/2019,LU,4780,PETANGE,DE,FR,GOOGLE_-_WISSENSCHAFTEN_FšR_KINDER,8,4
22/04/2019,BE,6700,ARLON,FR,DE,INTERNET_(SAIS_PLUS),31,26
22/04/2019,LU,2440,LUXEMBOURG,ANG,FR,2EME_VISITE,24,27
